"Product code";Language;Category;Price;Weight;Quantity;Downloadable;"Product name";Description;Taxes;Features;"Short description";Status;"Price tiers";"Crossed out Price";"Company id";Combination;"Combination Code";"Combination Supplier Ref"
9195024133;fr;"Category 7";532.00;0.00;532;N;"Pasta - Lasagna Noodle, Frozen";;"TVA 20%";;;A;[0:532];2032.00;1;;;
7695027336;fr;"Category 5";533.00;0.00;533;N;"Energy Drink Red Bull";;"TVA 20%";;;A;[0:533];2033.00;1;;;
2970785778;fr;"Category 3";534.00;0.00;534;N;"Wine - Magnotta - Belpaese";;"TVA 20%";;;A;[0:534];2034.00;1;;;
1806f031-d253-4a41-8fc7-0ce4bc6a0d94;fr;"Catégorie principale";207.00;0.00;100;N;test1;;"TVA 20%";;;A;[0:207];1035.00;1;;;
792ea05c-86c3-4f19-ad12-8123b99cbb15;fr;"Catégorie principale";208.00;0.00;100;N;test1;;"TVA 20%";;;A;[0:208];1036.00;1;;;
e0f0cec1-eb3f-4f30-85f8-c5ab70357fc5;fr;"Catégorie principale";209.00;0.00;100;N;test1;;"TVA 20%";;;A;[0:209];1037.00;1;;;
f1aec8f0-3b36-4ddd-a859-d45be52289a9;fr;"Catégorie principale";210.00;0.00;100;N;test1;;"TVA 20%";;;A;[0:210];1038.00;1;;;
5fd0e7e78fc2b;fr;"Category 1";211.00;0.00;2;Y;"Carotte 126";;"TVA 0%";;;A;[0:211];1039.00;1;;;
5fd0e86264d2a;fr;"Category 2";212.00;0.00;3250;Y;"Carotte combi";;"TVA 2.1%";;;A;[0:212];1040.00;1;"test import prices ans stocks: option 1";56734761504;
5fd0e86264d2a;fr;"Category 2";213.00;0.00;3237;Y;"Carotte combi";;"TVA 2.1%";;;A;[0:213];1040.00;1;"test import prices ans stocks: option 2";56734761504;
5fd0e86264d2a;fr;"Category 2";200.00;0.00;3238;Y;"Carotte combi";;"TVA 2.1%";;;A;[0:200];1040.00;1;"test import prices ans stocks: option 3";56734761504;
4514364022;fr;"Category 2";201.00;0.00;100;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:201];1043.00;1;;;
4274862091;fr;"Category 6";202.00;0.00;28;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:202];1044.00;1;"test import prices ans stocks: option 1";56734761333;testsupplier2
4035360160;fr;"Category 6";203.00;0.00;29;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:203];1045.00;1;"test import prices ans stocks: option 2";56734761333;supref3
3795858229;fr;"Category 6";204.00;0.00;30;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:204];1046.00;1;"test import prices ans stocks: option 3";56734761333;
3556356298;fr;"Category 6";205.00;0.00;31;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:205];1047.00;1;"test import prices ans stocks: option 4";56734761333;
3316854367;fr;"Category 6";206.00;0.00;32;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:206];1048.00;1;"test import prices ans stocks: option 5";56734761333;
2837850504;fr;"Category 6";207.00;0.00;34;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:207];1049.00;1;"test import prices ans stocks: option 7";56734761334;
3077352435;fr;"Category 6";208.00;0.00;33;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:208];1050.00;1;"test import prices ans stocks: option 6";56734761333;
2358846642;fr;"Category 7";209.00;0.00;100;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:209];1051.00;1;;;
2598348573;fr;"Category 6";210.00;0.00;35;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:210];1052.00;1;"test import prices ans stocks: option 8";56734761334;
2119344711;fr;"Category 2";211.00;0.00;100;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:211];1053.00;1;;;
1879842780;fr;"Category 6";212.00;0.00;54;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:212];1054.00;1;"test import prices ans stocks: option 1";56734761335;testsupplier3
1640340848;fr;"Category 6";213.00;0.00;55;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:213];1055.00;1;"test import prices ans stocks: option 2";56734761335;supref4
1161336986;fr;"Category 6";200.00;0.00;57;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:200];1056.00;1;"test import prices ans stocks: option 4";56734761335;
1400838917;fr;"Category 6";201.00;0.00;56;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:201];1057.00;1;"test import prices ans stocks: option 3";56734761335;
921835054,9;fr;"Category 6";202.00;0.00;58;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:202];1058.00;1;"test import prices ans stocks: option 5";56734761335;
682333123,8;fr;"Category 6";203.00;0.00;59;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:203];1059.00;1;"test import prices ans stocks: option 6";56734761335;
442831192,6;fr;"Category 6";204.00;0.00;60;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:204];1060.00;1;"test import prices ans stocks: option 7";56734761335;
203329261,5;fr;"Category 6";205.00;0.00;61;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:205];1061.00;1;"test import prices ans stocks: option 8";56734761335;
"	-36172669,71";fr;"Category 7";0.00;0.00;62;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-275674600,9";fr;"Category 2";0.00;0.00;79;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-515176532";fr;"Category 6";30.00;0.00;80;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761336;testsupplier4
"	-754678463,2";fr;"Category 6";11.00;0.00;81;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761336;supref5
"	-994180394,4";fr;"Category 6";11.00;0.00;82;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761336;
"	-1233682326";fr;"Category 6";11.00;0.00;83;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761336;
"	-1473184257";fr;"Category 6";11.00;0.00;84;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761336;
"	-1712686188";fr;"Category 6";0.00;0.00;85;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761336;
"	-1952188119";fr;"Category 6";11.00;0.00;86;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761336;
"	-2191690050";fr;"Category 6";11.00;0.00;87;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761336;
"	-2431191981";fr;"Category 7";0.00;0.00;88;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-2670693913";fr;"Category 2";0.00;0.00;105;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-2910195844";fr;"Category 6";30.00;0.00;106;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761337;testsupplier5
"	-3149697775";fr;"Category 6";11.00;0.00;107;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761337;supref6
"	-3389199706";fr;"Category 6";11.00;0.00;108;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761337;
"	-3628701637";fr;"Category 6";11.00;0.00;109;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761338;
"	-3868203568";fr;"Category 6";11.00;0.00;110;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761338;
"	-4107705499";fr;"Category 6";0.00;0.00;111;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761338;
"	-4347207431";fr;"Category 6";11.00;0.00;112;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761338;
"	-4586709362";fr;"Category 6";11.00;0.00;113;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761338;
"	-4826211293";fr;"Category 7";0.00;0.00;114;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-5065713224";fr;"Category 2";0.00;0.00;131;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-5305215155";fr;"Category 6";30.00;0.00;132;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761339;testsupplier6
"	-5544717086";fr;"Category 6";11.00;0.00;133;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761339;supref7
"	-5784219018";fr;"Category 6";11.00;0.00;134;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761339;
"	-6023720949";fr;"Category 6";11.00;0.00;135;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761339;
"	-6263222880";fr;"Category 6";11.00;0.00;136;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761339;
"	-6502724811";fr;"Category 6";0.00;0.00;137;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761339;
"	-6742226742";fr;"Category 6";11.00;0.00;138;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761339;
"	-6981728673";fr;"Category 6";11.00;0.00;139;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761339;
"	-7221230605";fr;"Category 7";0.00;0.00;140;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-7460732536";fr;"Category 2";0.00;0.00;157;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-7700234467";fr;"Category 6";30.00;0.00;158;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761340;testsupplier7
"	-7939736398";fr;"Category 6";11.00;0.00;159;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761340;supref8
"	-8179238329";fr;"Category 6";11.00;0.00;160;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761340;
"	-8418740260";fr;"Category 6";11.00;0.00;161;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761340;
"	-8658242192";fr;"Category 6";11.00;0.00;162;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761340;
"	-8897744123";fr;"Category 6";0.00;0.00;163;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761340;
"	-9137246054";fr;"Category 6";11.00;0.00;164;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761340;
"	-9376747985";fr;"Category 6";11.00;0.00;165;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761340;
"	-9616249916";fr;"Category 7";0.00;0.00;166;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-9855751847";fr;"Category 2";0.00;0.00;183;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-10095253779";fr;"Category 6";30.00;0.00;184;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761341;testsupplier8
"	-10334755710";fr;"Category 6";11.00;0.00;185;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761342;supref9
"	-10574257641";fr;"Category 6";11.00;0.00;186;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761342;
"	-10813759572";fr;"Category 6";11.00;0.00;187;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761342;
"	-11053261503";fr;"Category 6";11.00;0.00;188;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761342;
"	-11292763434";fr;"Category 6";0.00;0.00;189;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761342;
"	-11532265366";fr;"Category 6";11.00;0.00;190;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761342;
"	-11771767297";fr;"Category 6";11.00;0.00;191;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761342;
"	-12011269228";fr;"Category 7";0.00;0.00;192;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-12250771159";fr;"Category 2";0.00;0.00;209;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-12490273090";fr;"Category 6";30.00;0.00;210;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761343;testsupplier9
"	-12729775021";fr;"Category 6";11.00;0.00;211;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761343;supref10
"	-12969276953";fr;"Category 6";11.00;0.00;212;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761343;
"	-13208778884";fr;"Category 6";11.00;0.00;213;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761343;
"	-13448280815";fr;"Category 6";11.00;0.00;214;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761343;
"	-13687782746";fr;"Category 6";0.00;0.00;215;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761343;
"	-13927284677";fr;"Category 6";11.00;0.00;216;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761343;
"	-14166786608";fr;"Category 6";11.00;0.00;217;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761343;
"	-14406288540";fr;"Category 7";0.00;0.00;218;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-14645790471";fr;"Category 2";0.00;0.00;235;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-14885292402";fr;"Category 6";30.00;0.00;236;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761344;testsupplier10
"	-15124794333";fr;"Category 6";11.00;0.00;237;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761344;supref11
"	-15364296264";fr;"Category 6";11.00;0.00;238;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761344;
"	-15603798195";fr;"Category 6";11.00;0.00;239;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761344;
"	-15843300127";fr;"Category 6";11.00;0.00;240;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761344;
"	-16082802058";fr;"Category 6";0.00;0.00;241;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761345;
"	-16322303989";fr;"Category 6";11.00;0.00;242;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761345;
"	-16561805920";fr;"Category 6";11.00;0.00;243;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761345;
"	-16801307851";fr;"Category 7";0.00;0.00;244;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-17040809782";fr;"Category 2";0.00;0.00;261;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-17280311713";fr;"Category 6";30.00;0.00;262;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761346;testsupplier11
"	-17519813645";fr;"Category 6";11.00;0.00;263;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761346;supref12
"	-17759315576";fr;"Category 6";11.00;0.00;264;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761346;
"	-17998817507";fr;"Category 6";11.00;0.00;265;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761346;
"	-18238319438";fr;"Category 6";11.00;0.00;266;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761346;
"	-18477821369";fr;"Category 6";0.00;0.00;267;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761346;
"	-18717323300";fr;"Category 6";11.00;0.00;268;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761346;
"	-18956825232";fr;"Category 6";11.00;0.00;269;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761346;
"	-19196327163";fr;"Category 7";0.00;0.00;270;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-19435829094";fr;"Category 2";0.00;0.00;287;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-19675331025";fr;"Category 6";30.00;0.00;288;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761347;testsupplier12
"	-19914832956";fr;"Category 6";11.00;0.00;289;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761347;supref13
"	-20154334887";fr;"Category 6";11.00;0.00;290;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761347;
"	-20393836819";fr;"Category 6";11.00;0.00;291;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761347;
"	-20633338750";fr;"Category 6";11.00;0.00;292;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761347;
"	-20872840681";fr;"Category 6";0.00;0.00;293;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761347;
"	-21112342612";fr;"Category 6";11.00;0.00;294;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761347;
"	-21351844543";fr;"Category 6";11.00;0.00;295;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761347;
"	-21591346474";fr;"Category 7";0.00;0.00;296;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-21830848406";fr;"Category 2";0.00;0.00;313;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-22070350337";fr;"Category 6";30.00;0.00;314;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761348;testsupplier13
"	-22309852268";fr;"Category 6";11.00;0.00;315;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 2";56734761348;supref14
"	-22788856130";fr;"Category 6";11.00;0.00;317;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 4";56734761349;
"	-22549354199";fr;"Category 6";11.00;0.00;316;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 3";56734761349;
"	-23028358061";fr;"Category 6";11.00;0.00;318;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 5";56734761349;
"	-23267859993";fr;"Category 6";0.00;0.00;319;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:0];0.00;1;"test import prices ans stocks: option 6";56734761349;
"	-23507361924";fr;"Category 6";11.00;0.00;320;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 7";56734761349;
"	-23746863855";fr;"Category 6";11.00;0.00;321;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:11///5:21///10:31];0.00;1;"test import prices ans stocks: option 8";56734761349;
"	-23986365786";fr;"Category 7";0.00;0.00;322;N;"Bread Bowl Plain";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-24225867717";fr;"Category 2";0.00;0.00;339;N;"Wine - Masi Valpolocell";;"TVA 20%";;;A;[0:0];0.00;1;;;
"	-24465369648";fr;"Category 6";30.00;0.00;340;N;"Myers Planters Punch";;"TVA 20%";;;A;[0:30];0.00;1;"test import prices ans stocks: option 1";56734761350;testsupplier14
