"Product code";Language;Category;Price;Weight;Quantity;Downloadable;"Product name";Description;Taxes;Features;"Short description";Status;"Price tiers";"Crossed out Price";"Company id";Combination;"Combination Code";"Combination Supplier Ref"
6306284720;fr;"Category 7";243.00;0.00;100000;f;"Coffee - Irish Cream";;"TVA 20%";;;A;[0:243];;3;;;
337200588;fr;"Category 8";18.00;0.00;100000;t;"Chocolate - Unsweetened";;"TVA 20%";;;A;[0:18];;3;;;
1648943492;fr;"Category 9";357.00;0.00;100000;f;"Pepper Squash";;"TVA 20%";;;A;[0:357];;3;;;
3278818769;fr;"Category 6";7.00;0.00;100000;f;"Tortillas - Flour, 8";;"TVA 20%";;;A;[0:7];;3;;;
6532629598;fr;"Category 0";319.00;0.00;100000;t;"Cheese - Bocconcini";;"TVA 20%";;;A;[0:319];;3;;;
3463755035;fr;"Category 3";362.00;0.00;100000;t;"Extract - Lemon";;"TVA 20%";;;A;[0:362];;3;;;
1018328090;fr;"Category 1";241.00;0.00;100000;t;"Chips - Potato Jalapeno";;"TVA 20%";;;A;[0:241];;3;;;
5874182807;fr;"Category 0";148.00;0.00;100000;t;"Coffee - Frthy Coffee Crisp";;"TVA 20%";;;A;[0:148];;3;;;
8286043663;fr;"Category 1";142.00;0.00;100000;f;"Lemonade - Natural, 591 Ml";;"TVA 20%";;;A;[0:142];;3;;;
7647406148;fr;"Category 1";200.00;0.00;100000;t;"Napkin - Dinner, White";;"TVA 20%";;;A;[0:200];;3;;;
6998443182;fr;"Category 1";335.00;0.00;100000;t;"Bagel - Everything";;"TVA 20%";;;A;[0:335];;3;;;
6691701651;fr;"Category 8";130.00;0.00;100000;f;"Carbonated Water - Blackcherry";;"TVA 20%";;;A;[0:130];;3;;;
6777766284;fr;"Category 5";328.00;0.00;100000;f;"Ham - Cooked Bayonne Tinned";;"TVA 20%";;;A;[0:328];;3;;;
8293000147;fr;"Category 9";65.00;0.00;100000;f;"Plate Pie Foil";;"TVA 20%";;;A;[0:65];;3;;;
6300778750;fr;"Category 6";37.00;0.00;100000;f;"Cheese - Stilton";;"TVA 20%";;;A;[0:37];;3;;;
5352656831;fr;"Category 3";66.00;0.00;100000;f;"Wine - Guy Sage Touraine";;"TVA 20%";;;A;[0:66];;3;;;
7586318073;fr;"Category 4";232.00;0.00;100000;N;"Water - Evian 355 Ml";;"TVA 20%";;;A;[0:232];;3;;;
2601765153;fr;"Category 7";298.00;0.00;100000;N;"Spring Roll Veg Mini";;"TVA 20%";;;A;[0:298];;3;;;
3270417404;fr;"Category 4";189.00;0.00;100000;t;"Veal - Shank, Pieces";;"TVA 20%";;;A;[0:189];;3;;;
3138639808;fr;"Category 1";368.00;0.00;100000;f;"Soup - Campbells - Tomato";;"TVA 20%";;;A;[0:368];;3;;;
2848536288;fr;"Category 3";117.00;0.00;100000;t;"Trueblue - Blueberry Cranberry";;"TVA 20%";;;A;[0:117];;3;;;
1862159972;fr;"Category 5";397.00;0.00;100000;t;"Bread - Roll, Italian";;"TVA 20%";;;A;[0:397];;3;;;
6806219906;fr;"Category 5";200.00;0.00;100000;t;"Butter Sweet";;"TVA 20%";;;A;[0:200];;3;;;
973361715;fr;"Category 2";33.00;0.00;100000;t;"Shrimp - 21/25, Peel And Deviened";;"TVA 20%";;;A;[0:33];;3;;;
2355561243;fr;"Category 0";104.00;0.00;100000;f;"Tandoori Curry Paste";;"TVA 20%";;;A;[0:104];;3;;;
7925210877;fr;"Category 4";134.00;0.00;100000;t;"Coriander - Ground";;"TVA 20%";;;A;[0:134];;3;;;
8558844553;fr;"Category 0";214.00;0.00;100000;t;"Ecolab Crystal Fusion";;"TVA 20%";;;A;[0:214];;3;;;
2692235146;fr;"Category 2";27.00;0.00;100000;t;"Cinnamon - Stick";;"TVA 20%";;;A;[0:27];;3;;;
300097085;fr;"Category 3";305.00;0.00;100000;f;"Pasta - Cannelloni, Sheets, Fresh";;"TVA 20%";;;A;[0:305];;3;;;
8809886527;fr;"Category 9";355.00;0.00;100000;t;"Straws - Cocktale";;"TVA 20%";;;A;[0:355];;3;;;
5967629984;fr;"Category 7";294.00;0.00;100000;f;"Tea - Mint";;"TVA 20%";;;A;[0:294];;3;;;
1846050087;fr;"Category 8";39.00;0.00;100000;f;"Trueblue - Blueberry 12x473ml";;"TVA 20%";;;A;[0:39];;3;;;
3179966737;fr;"Category 7";303.00;0.00;100000;t;"Crab - Blue, Frozen";;"TVA 20%";;;A;[0:303];;3;;;
786621889;fr;"Category 8";309.00;0.00;100000;t;"Sauce - Soya, Dark";;"TVA 20%";;;A;[0:309];;3;;;
8762265625;fr;"Category 3";232.00;0.00;100000;f;"Pumpkin - Seed";;"TVA 20%";;;A;[0:232];;3;;;
6155828129;fr;"Category 7";71.00;0.00;100000;f;"Beer - Rickards Red";;"TVA 20%";;;A;[0:71];;3;;;
416762057;fr;"Category 5";27.00;0.00;100000;t;"Beer - Molson Excel";;"TVA 20%";;;A;[0:27];;3;;;
4841503357;fr;"Category 6";291.00;0.00;100000;t;"Beer - Original Organic Lager";;"TVA 20%";;;A;[0:291];;3;;;
2250415901;fr;"Category 7";270.00;0.00;100000;t;"Rolled Oats";;"TVA 20%";;;A;[0:270];;3;;;
2856235485;fr;"Category 9";197.00;0.00;100000;t;"Dc - Frozen Momji";;"TVA 20%";;;A;[0:197];;3;;;
3170483394;fr;"Category 0";148.00;0.00;100000;f;"Sauce Tomato Pouch";;"TVA 20%";;;A;[0:148];;3;;;
3700100092;fr;"Category 5";326.00;0.00;100000;f;"Cream - 10%";;"TVA 20%";;;A;[0:326];;3;;;
2799727915;fr;"Category 0";176.00;0.00;100000;f;"Phyllo Dough";;"TVA 20%";;;A;[0:176];;3;;;
8934285190;fr;"Category 0";358.00;0.00;100000;f;"Shrimp - Black Tiger 13/15";;"TVA 20%";;;A;[0:358];;3;;;
1243945443;fr;"Category 7";171.00;0.00;100000;t;"Asparagus - White, Canned";;"TVA 20%";;;A;[0:171];;3;;;
3640725583;fr;"Category 0";307.00;0.00;100000;f;"Nestea - Iced Tea";;"TVA 20%";;;A;[0:307];;3;;;
3444860185;fr;"Category 5";331.00;0.00;100000;t;"Wine - Red, Black Opal Shiraz";;"TVA 20%";;;A;[0:331];;3;;;
2867729847;fr;"Category 6";43.00;0.00;100000;f;"Water - San Pellegrino";;"TVA 20%";;;A;[0:43];;3;;;
2334806355;fr;"Category 9";275.00;0.00;100000;f;"Plastic Arrow Stir Stick";;"TVA 20%";;;A;[0:275];;3;;;
4904101432;fr;"Category 9";88.00;0.00;100000;t;"Sprite, Diet - 355ml";;"TVA 20%";;;A;[0:88];;3;;;
1267358272;fr;"Category 9";82.00;0.00;100000;f;"Brandy - Bar";;"TVA 20%";;;A;[0:82];;3;;;
88340021;fr;"Category 0";141.00;0.00;100000;t;"Cookie - Oreo 100x2";;"TVA 20%";;;A;[0:141];;3;;;
5024881215;fr;"Category 5";160.00;0.00;100000;t;"Coffee - Ristretto Coffee Capsule";;"TVA 20%";;;A;[0:160];;3;;;
7325552057;fr;"Category 3";337.00;0.00;100000;f;"Beef - Baby, Liver";;"TVA 20%";;;A;[0:337];;3;;;
9839060333;fr;"Category 2";76.00;0.00;100000;f;"Beef - Top Butt";;"TVA 20%";;;A;[0:76];;3;;;
3040248306;fr;"Category 1";1.00;0.00;100000;f;"Rice - Jasmine Sented";;"TVA 20%";;;A;[0:1];;3;;;
4947539059;fr;"Category 1";126.00;0.00;100000;f;"Rye Special Old";;"TVA 20%";;;A;[0:126];;3;;;
5709347330;fr;"Category 0";330.00;0.00;100000;f;"Pastry - Baked Cinnamon Stick";;"TVA 20%";;;A;[0:330];;3;;;
2300579989;fr;"Category 5";392.00;0.00;100000;t;"Sobe - Orange Carrot";;"TVA 20%";;;A;[0:392];;3;;;
9559669079;fr;"Category 5";36.00;0.00;100000;t;"Tequila Rose Cream Liquor";;"TVA 20%";;;A;[0:36];;3;;;
1319702617;fr;"Category 3";382.00;0.00;100000;t;"Veal - Nuckle";;"TVA 20%";;;A;[0:382];;3;;;
4930248485;fr;"Category 5";318.00;0.00;100000;f;"Cheese - Blue";;"TVA 20%";;;A;[0:318];;3;;;
174958297;fr;"Category 6";299.00;0.00;100000;f;"Cleaner - Pine Sol";;"TVA 20%";;;A;[0:299];;3;;;
1069260278;fr;"Category 2";332.00;0.00;100000;t;"Juice - Happy Planet";;"TVA 20%";;;A;[0:332];;3;;;
7694643581;fr;"Category 7";145.00;0.00;100000;f;"Rice - Brown";;"TVA 20%";;;A;[0:145];;3;;;
3308267277;fr;"Category 7";260.00;0.00;100000;f;"Appetiser - Bought";;"TVA 20%";;;A;[0:260];;3;;;
4555334446;fr;"Category 7";196.00;0.00;100000;t;"Sobe - Lizard Fuel";;"TVA 20%";;;A;[0:196];;3;;;
9065656305;fr;"Category 1";106.00;0.00;100000;f;"Wine - Carmenere Casillero Del";;"TVA 20%";;;A;[0:106];;3;;;
8176648411;fr;"Category 9";135.00;0.00;100000;t;"Fib N9 - Prague Powder";;"TVA 20%";;;A;[0:135];;3;;;
3985975672;fr;"Category 7";393.00;0.00;100000;t;"Beer - Upper Canada Lager";;"TVA 20%";;;A;[0:393];;3;;;
7019440987;fr;"Category 4";224.00;0.00;100000;t;"Soup - Campbells Chili Veg";;"TVA 20%";;;A;[0:224];;3;;;
5452955298;fr;"Category 5";96.00;0.00;100000;t;"Split Peas - Yellow, Dry";;"TVA 20%";;;A;[0:96];;3;;;
1818350115;fr;"Category 1";255.00;0.00;100000;f;"Eel - Smoked";;"TVA 20%";;;A;[0:255];;3;;;
4198388428;fr;"Category 1";57.00;0.00;100000;t;"Wine - Cave Springs Dry Riesling";;"TVA 20%";;;A;[0:57];;3;;;
814183388;fr;"Category 4";77.00;0.00;100000;f;"Appetizer - Mini Egg Roll, Shrimp";;"TVA 20%";;;A;[0:77];;3;;;
5884029136;fr;"Category 9";7.00;0.00;100000;f;"Pork - Butt, Boneless";;"TVA 20%";;;A;[0:7];;3;;;
9460297156;fr;"Category 3";385.00;0.00;100000;t;"Soup - Knorr, Chicken Gumbo";;"TVA 20%";;;A;[0:385];;3;;;
4831819210;fr;"Category 9";166.00;0.00;100000;f;"Zucchini - Green";;"TVA 20%";;;A;[0:166];;3;;;
342928874;fr;"Category 2";362.00;0.00;100000;t;"Ham - Procutinni";;"TVA 20%";;;A;[0:362];;3;;;
1586296035;fr;"Category 4";400.00;0.00;100000;f;"Crab - Dungeness, Whole, live";;"TVA 20%";;;A;[0:400];;3;;;
479306757;fr;"Category 8";229.00;0.00;100000;t;"Muffin Batt - Ban Dream Zero";;"TVA 20%";;;A;[0:229];;3;;;
9359362626;fr;"Category 6";117.00;0.00;100000;t;"Longos - Chicken Curried";;"TVA 20%";;;A;[0:117];;3;;;
2661228062;fr;"Category 7";178.00;0.00;100000;f;Oranges;;"TVA 20%";;;A;[0:178];;3;;;
7635599935;fr;"Category 0";109.00;0.00;100000;f;"Flour - Rye";;"TVA 20%";;;A;[0:109];;3;;;
8690125411;fr;"Category 0";1.00;0.00;100000;f;"Creme De Cacao White";;"TVA 20%";;;A;[0:1];;3;;;
5265621899;fr;"Category 4";83.00;0.00;100000;t;"Cilantro / Coriander - Fresh";;"TVA 20%";;;A;[0:83];;3;;;
2271762440;fr;"Category 6";75.00;0.00;100000;f;"Longos - Lasagna Beef";;"TVA 20%";;;A;[0:75];;3;;;
3804951495;fr;"Category 9";286.00;0.00;100000;t;"Herb Du Provence - Primerba";;"TVA 20%";;;A;[0:286];;3;;;
4659376139;fr;"Category 0";280.00;0.00;100000;t;"Tendrils - Baby Pea, Organic";;"TVA 20%";;;A;[0:280];;3;;;
8073747957;fr;"Category 3";128.00;0.00;100000;t;"Orange Roughy 4/6 Oz";;"TVA 20%";;;A;[0:128];;3;;;
755662010;fr;"Category 9";200.00;0.00;100000;t;"Pasta - Cheese / Spinach Bauletti";;"TVA 20%";;;A;[0:200];;3;;;
3387785456;fr;"Category 0";325.00;0.00;100000;t;"Buffalo - Tenderloin";;"TVA 20%";;;A;[0:325];;3;;;
4947833736;fr;"Category 3";272.00;0.00;100000;f;Quinoa;;"TVA 20%";;;A;[0:272];;3;;;
68651531;fr;"Category 0";127.00;0.00;100000;t;"Beer - Sleemans Cream Ale";;"TVA 20%";;;A;[0:127];;3;;;
1092515602;fr;"Category 7";92.00;0.00;100000;f;"Lime Cordial - Roses";;"TVA 20%";;;A;[0:92];;3;;;
629103849;fr;"Category 0";341.00;0.00;100000;t;"Salt And Pepper Mix - White";;"TVA 20%";;;A;[0:341];;3;;;
4621112839;fr;"Category 9";371.00;0.00;100000;t;"Puree - Blackcurrant";;"TVA 20%";;;A;[0:371];;3;;;
4448280672;fr;"Category 7";239.00;0.00;100000;f;Yams;;"TVA 20%";;;A;[0:239];;3;;;
7906866062;fr;"Category 9";240.00;0.00;100000;t;"Cherries - Fresh";;"TVA 20%";;;A;[0:240];;3;;;
7292510893;fr;"Category 8";300.00;0.00;100000;f;"Bread Foccacia Whole";;"TVA 20%";;;A;[0:300];;3;;;
6879766995;fr;"Category 5";7.00;0.00;100000;t;"Chocolate - Milk";;"TVA 20%";;;A;[0:7];;3;;;
4106050358;fr;"Category 6";56.00;0.00;100000;f;"Coffee Cup 16oz Foam";;"TVA 20%";;;A;[0:56];;3;;;
849709856;fr;"Category 0";247.00;0.00;100000;f;"Pork - Butt, Boneless";;"TVA 20%";;;A;[0:247];;3;;;
8520745107;fr;"Category 6";249.00;0.00;100000;f;"Tomatoes - Heirloom";;"TVA 20%";;;A;[0:249];;3;;;
1022305143;fr;"Category 4";88.00;0.00;100000;f;"Pea - Snow";;"TVA 20%";;;A;[0:88];;3;;;
6531353764;fr;"Category 6";129.00;0.00;100000;f;"Truffle Cups - White Paper";;"TVA 20%";;;A;[0:129];;3;;;
9472250322;fr;"Category 8";166.00;0.00;100000;f;"Bread - 10 Grain Parisian";;"TVA 20%";;;A;[0:166];;3;;;
2124596135;fr;"Category 7";222.00;0.00;100000;t;"Wine - White, Ej Gallo";;"TVA 20%";;;A;[0:222];;3;;;
1266319957;fr;"Category 3";388.00;0.00;100000;t;"Pepper - Gypsy Pepper";;"TVA 20%";;;A;[0:388];;3;;;
7522083028;fr;"Category 4";216.00;0.00;100000;t;"Soup - Campbells Pasta Fagioli";;"TVA 20%";;;A;[0:216];;3;;;
8477390894;fr;"Category 2";374.00;0.00;100000;f;"Mushroom - Morel Frozen";;"TVA 20%";;;A;[0:374];;3;;;
402046902;fr;"Category 2";256.00;0.00;100000;f;"Soup Campbells - Tomato Bisque";;"TVA 20%";;;A;[0:256];;3;;;
8280292241;fr;"Category 1";348.00;0.00;100000;f;"Transfer Sheets";;"TVA 20%";;;A;[0:348];;3;;;
6217674659;fr;"Category 5";291.00;0.00;100000;t;"Cookies - Englishbay Chochip";;"TVA 20%";;;A;[0:291];;3;;;
4922969191;fr;"Category 3";8.00;0.00;100000;f;"Pate Pans Yellow";;"TVA 20%";;;A;[0:8];;3;;;
3819587638;fr;"Category 3";16.00;0.00;100000;f;"Broom And Brush Rack Black";;"TVA 20%";;;A;[0:16];;3;;;
6141062800;fr;"Category 4";103.00;0.00;100000;f;"Apricots - Halves";;"TVA 20%";;;A;[0:103];;3;;;
2771006523;fr;"Category 5";192.00;0.00;100000;t;"Dooleys Toffee";;"TVA 20%";;;A;[0:192];;3;;;
5239262555;fr;"Category 4";228.00;0.00;100000;f;"Wine - Sawmill Creek Autumn";;"TVA 20%";;;A;[0:228];;3;;;
5858941626;fr;"Category 7";206.00;0.00;100000;t;"Island Oasis - Raspberry";;"TVA 20%";;;A;[0:206];;3;;;
5301941556;fr;"Category 9";66.00;0.00;100000;f;"Eel Fresh";;"TVA 20%";;;A;[0:66];;3;;;
3587295061;fr;"Category 0";357.00;0.00;100000;f;"Beef - Cooked, Corned";;"TVA 20%";;;A;[0:357];;3;;;
7766346624;fr;"Category 5";47.00;0.00;100000;t;"Pastry - Baked Cinnamon Stick";;"TVA 20%";;;A;[0:47];;3;;;
327468959;fr;"Category 3";38.00;0.00;100000;t;Dikon;;"TVA 20%";;;A;[0:38];;3;;;
5616457785;fr;"Category 9";294.00;0.00;100000;t;"Skewers - Bamboo";;"TVA 20%";;;A;[0:294];;3;;;
3407009980;fr;"Category 8";261.00;0.00;100000;t;"Crab - Imitation Flakes";;"TVA 20%";;;A;[0:261];;3;;;
4701861679;fr;"Category 9";352.00;0.00;100000;t;"Squash - Sunburst";;"TVA 20%";;;A;[0:352];;3;;;
4898398093;fr;"Category 3";243.00;0.00;100000;f;"Juice - Pineapple, 48 Oz";;"TVA 20%";;;A;[0:243];;3;;;
7139375259;fr;"Category 7";245.00;0.00;100000;f;"Truffle Cups - Brown";;"TVA 20%";;;A;[0:245];;3;;;
5087645107;fr;"Category 3";218.00;0.00;100000;f;"Bar Energy Chocchip";;"TVA 20%";;;A;[0:218];;3;;;
5143598804;fr;"Category 2";27.00;0.00;100000;f;"Stock - Beef, Brown";;"TVA 20%";;;A;[0:27];;3;;;
3242257470;fr;"Category 5";219.00;0.00;100000;t;"Swiss Chard - Red";;"TVA 20%";;;A;[0:219];;3;;;
4745905938;fr;"Category 9";290.00;0.00;100000;t;"Soup - Knorr, Chicken Noodle";;"TVA 20%";;;A;[0:290];;3;;;
862331282;fr;"Category 2";3.00;0.00;100000;t;"Truffle Paste";;"TVA 20%";;;A;[0:3];;3;;;
2398740313;fr;"Category 3";132.00;0.00;100000;f;"Crab - Dungeness, Whole, live";;"TVA 20%";;;A;[0:132];;3;;;
5175463390;fr;"Category 8";335.00;0.00;100000;f;"Cake - Box Window 10x10x2.5";;"TVA 20%";;;A;[0:335];;3;;;
9601626888;fr;"Category 9";34.00;0.00;100000;N;Gherkin;;"TVA 20%";;;A;[0:34];;3;;;
1723561476;fr;"Category 3";308.00;0.00;100000;f;"Pastry - Butterscotch Baked";;"TVA 20%";;;A;[0:308];;3;;;
2357824284;fr;"Category 0";209.00;0.00;100000;f;"Bread - Crumbs, Bulk";;"TVA 20%";;;A;[0:209];;3;;;
8258577098;fr;"Category 0";314.00;0.00;100000;f;"Poppy Seed";;"TVA 20%";;;A;[0:314];;3;;;
8631112349;fr;"Category 7";226.00;0.00;100000;t;"Eel - Smoked";;"TVA 20%";;;A;[0:226];;3;;;
7389303698;fr;"Category 1";172.00;0.00;100000;t;"Beer - Pilsner Urquell";;"TVA 20%";;;A;[0:172];;3;;;
8920690070;fr;"Category 6";156.00;0.00;100000;f;"Cranberries - Fresh";;"TVA 20%";;;A;[0:156];;3;;;
9955405706;fr;"Category 9";202.00;0.00;100000;t;"Flounder - Fresh";;"TVA 20%";;;A;[0:202];;3;;;
4908687400;fr;"Category 5";395.00;0.00;100000;N;"Cod - Salted, Boneless";;"TVA 20%";;;A;[0:395];;3;;;
1896854217;fr;"Category 1";353.00;0.00;100000;f;"Soupfoamcont12oz 112con";;"TVA 20%";;;A;[0:353];;3;;;
4641166810;fr;"Category 9";69.00;0.00;100000;t;"Wine - Sherry Dry Sack, William";;"TVA 20%";;;A;[0:69];;3;;;
8219723428;fr;"Category 7";338.00;0.00;100000;t;"Lamb Tenderloin Nz Fr";;"TVA 20%";;;A;[0:338];;3;;;
8198248795;fr;"Category 0";381.00;0.00;100000;f;"Lamb - Whole Head Off";;"TVA 20%";;;A;[0:381];;3;;;
7820585935;fr;"Category 4";267.00;0.00;100000;t;"Pasta - Spaghetti, Dry";;"TVA 20%";;;A;[0:267];;3;;;
200033490;fr;"Category 1";371.00;0.00;100000;f;"Iced Tea - Lemon, 340ml";;"TVA 20%";;;A;[0:371];;3;;;
4727708266;fr;"Category 8";338.00;0.00;100000;f;"Shrimp - 150 - 250";;"TVA 20%";;;A;[0:338];;3;;;
4078510719;fr;"Category 2";218.00;0.00;100000;f;"Eel - Smoked";;"TVA 20%";;;A;[0:218];;3;;;
3465406129;fr;"Category 9";253.00;0.00;100000;t;"Mikes Hard Lemonade";;"TVA 20%";;;A;[0:253];;3;;;
599626732;fr;"Category 4";286.00;0.00;100000;f;"Cabbage - Savoy";;"TVA 20%";;;A;[0:286];;3;;;
8545632040;fr;"Category 3";23.00;0.00;100000;f;"Pheasants - Whole";;"TVA 20%";;;A;[0:23];;3;;;
1881356575;fr;"Category 7";102.00;0.00;100000;t;"Hot Choc Vending";;"TVA 20%";;;A;[0:102];;3;;;
7918260084;fr;"Category 2";302.00;0.00;100000;f;"Mini - Vol Au Vents";;"TVA 20%";;;A;[0:302];;3;;;
5009939888;fr;"Category 9";40.00;0.00;100000;t;"Chocolate - Unsweetened";;"TVA 20%";;;A;[0:40];;3;;;
2218992299;fr;"Category 4";34.00;0.00;100000;t;"Cookie Dough - Double";;"TVA 20%";;;A;[0:34];;3;;;
4085734021;fr;"Category 6";39.00;0.00;100000;t;"Beer - Heinekin";;"TVA 20%";;;A;[0:39];;3;;;
7347258440;fr;"Category 8";257.00;0.00;100000;t;"Sprouts Dikon";;"TVA 20%";;;A;[0:257];;3;;;
5803256428;fr;"Category 2";334.00;0.00;100000;t;"Mustard - Individual Pkg";;"TVA 20%";;;A;[0:334];;3;;;
1526171260;fr;"Category 1";201.00;0.00;100000;f;"Soup - Knorr, Chicken Noodle";;"TVA 20%";;;A;[0:201];;3;;;
2616088292;fr;"Category 5";93.00;0.00;100000;t;"Spice - Greek 1 Step";;"TVA 20%";;;A;[0:93];;3;;;
1073466169;fr;"Category 4";3.00;0.00;100000;f;"Lamb - Whole, Frozen";;"TVA 20%";;;A;[0:3];;3;;;
6019482135;fr;"Category 6";12.00;0.00;100000;f;"Container - Clear 32 Oz";;"TVA 20%";;;A;[0:12];;3;;;
3820342265;fr;"Category 4";186.00;0.00;100000;f;"V8 Splash Strawberry Banana";;"TVA 20%";;;A;[0:186];;3;;;
6284875774;fr;"Category 1";99.00;0.00;100000;f;"Radish - Black, Winter, Organic";;"TVA 20%";;;A;[0:99];;3;;;
9501141361;fr;"Category 7";290.00;0.00;100000;f;"Pails With Lids";;"TVA 20%";;;A;[0:290];;3;;;
5495858880;fr;"Category 2";208.00;0.00;100000;f;"Pastry - Apple Muffins - Mini";;"TVA 20%";;;A;[0:208];;3;;;
9148227677;fr;"Category 3";151.00;0.00;100000;f;"Sausage - Andouille";;"TVA 20%";;;A;[0:151];;3;;;
8098978309;fr;"Category 9";345.00;0.00;100000;f;"Juice - Apple, 1.36l";;"TVA 20%";;;A;[0:345];;3;;;
6434073902;fr;"Category 4";19.00;0.00;100000;f;"Doilies - 10, Paper";;"TVA 20%";;;A;[0:19];;3;;;
7697256707;fr;"Category 6";114.00;0.00;100000;t;"Wine - Cotes Du Rhone";;"TVA 20%";;;A;[0:114];;3;;;
2216109065;fr;"Category 1";213.00;0.00;100000;f;"Bay Leaf Fresh";;"TVA 20%";;;A;[0:213];;3;;;
8615360274;fr;"Category 2";267.00;0.00;100000;t;"Juice - Apple, 500 Ml";;"TVA 20%";;;A;[0:267];;3;;;
3234839565;fr;"Category 8";133.00;0.00;100000;f;"Tart - Pecan Butter Squares";;"TVA 20%";;;A;[0:133];;3;;;
8208846877;fr;"Category 3";266.00;0.00;100000;f;"Monkfish Fresh - Skin Off";;"TVA 20%";;;A;[0:266];;3;;;
1243820021;fr;"Category 3";309.00;0.00;100000;f;"Wine - White, Ej Gallo";;"TVA 20%";;;A;[0:309];;3;;;
2933109562;fr;"Category 6";298.00;0.00;100000;t;"Quail - Whole, Boneless";;"TVA 20%";;;A;[0:298];;3;;;
1338728868;fr;"Category 0";316.00;0.00;100000;f;"Guinea Fowl";;"TVA 20%";;;A;[0:316];;3;;;
8499908601;fr;"Category 9";99.00;0.00;100000;f;"Urban Zen Drinks";;"TVA 20%";;;A;[0:99];;3;;;
2695877362;fr;"Category 2";359.00;0.00;100000;f;Strawberries;;"TVA 20%";;;A;[0:359];;3;;;
7315953030;fr;"Category 1";385.00;0.00;100000;f;"Melon - Watermelon Yellow";;"TVA 20%";;;A;[0:385];;3;;;
5388202223;fr;"Category 8";15.00;0.00;100000;t;"Bread Bowl Plain";;"TVA 20%";;;A;[0:15];;3;;;
5653856695;fr;"Category 6";163.00;0.00;100000;f;Tumeric;;"TVA 20%";;;A;[0:163];;3;;;
5415531620;fr;"Category 2";88.00;0.00;100000;t;"Sage - Fresh";;"TVA 20%";;;A;[0:88];;3;;;
4771712951;fr;"Category 0";344.00;0.00;100000;t;"Bread - Raisin";;"TVA 20%";;;A;[0:344];;3;;;
6428732418;fr;"Category 5";299.00;0.00;100000;t;"Longos - Assorted Sandwich";;"TVA 20%";;;A;[0:299];;3;;;
1636002295;fr;"Category 9";22.00;0.00;100000;t;"Wine - Marlbourough Sauv Blanc";;"TVA 20%";;;A;[0:22];;3;;;
9202519121;fr;"Category 9";304.00;0.00;100000;t;"Tea - Black Currant";;"TVA 20%";;;A;[0:304];;3;;;
271955737;fr;"Category 6";252.00;0.00;100000;f;"Pork - Kidney";;"TVA 20%";;;A;[0:252];;3;;;
595666116;fr;"Category 1";30.00;0.00;100000;t;"Island Oasis - Banana Daiquiri";;"TVA 20%";;;A;[0:30];;3;;;
772162672;fr;"Category 7";146.00;0.00;100000;t;"Wine - Cava Aria Estate Brut";;"TVA 20%";;;A;[0:146];;3;;;
6217606895;fr;"Category 1";359.00;0.00;100000;t;"Bread Crumbs - Japanese Style";;"TVA 20%";;;A;[0:359];;3;;;
4638984661;fr;"Category 2";200.00;0.00;100000;t;"Rum - Mount Gay Eclipes";;"TVA 20%";;;A;[0:200];;3;;;
