Product code;Product name;Quantity;Price;Language;Category;Taxes;Status;Image URL;Company id
8923418950;Munchies Honey Sweet Trail Mix;100000;101;fr;Category 1;TVA 20%;A;http://dummyimage.com/434x754.png/dddddd/000000;4
4307832530;Dried Cherries;100000;213;fr;Category 4;TVA 20%;A;http://dummyimage.com/502x694.jpg/ff4444/ffffff;9
8036356809;Hickory Smoke, Liquid;100000;158;fr;Category 5;TVA 20%;A;http://dummyimage.com/627x654.png/ff4444/ffffff;4
7125381410;Shrimp - 100 / 200 Cold Water;100000;298;fr;Category 8;TVA 20%;A;http://dummyimage.com/747x705.jpg/5fa2dd/ffffff;9
9729289018;Pea - Snow;100000;122;fr;Category 0;TVA 20%;A;http://dummyimage.com/468x516.bmp/dddddd/000000;3
8288633065;Pie Shell - 9;100000;96;fr;Category 2;TVA 20%;A;http://dummyimage.com/732x752.png/5fa2dd/ffffff;12
6798464993;Ocean Spray - Kiwi Strawberry;100000;199;fr;Category 7;TVA 20%;A;http://dummyimage.com/549x473.jpg/ff4444/ffffff;2
2901713819;Beets - Pickled;100000;378;fr;Category 5;TVA 20%;A;http://dummyimage.com/474x671.bmp/cc0000/ffffff;11
6448000808;Table Cloth 62x120 Colour;100000;129;fr;Category 8;TVA 20%;A;http://dummyimage.com/658x584.bmp/ff4444/ffffff;9
1969392024;Napkin White - Starched;100000;46;fr;Category 2;TVA 20%;A;http://dummyimage.com/662x400.jpg/dddddd/000000;9
8618803752;Greens Mustard;100000;285;fr;Category 9;TVA 20%;A;http://dummyimage.com/445x737.png/ff4444/ffffff;4
3567013213;Rice - Long Grain;100000;266;fr;Category 3;TVA 20%;A;http://dummyimage.com/408x587.png/ff4444/ffffff;8
1356419085;Beans - Fine;100000;60;fr;Category 1;TVA 20%;A;http://dummyimage.com/677x721.jpg/dddddd/000000;4
9803886029;Wine - Chateau Aqueria Tavel;100000;61;fr;Category 1;TVA 20%;A;http://dummyimage.com/486x582.jpg/dddddd/000000;11
8368986608;Tortillas - Flour, 12;100000;174;fr;Category 6;TVA 20%;A;http://dummyimage.com/479x529.jpg/5fa2dd/ffffff;6
2670483703;English Muffin;100000;134;fr;Category 4;TVA 20%;A;http://dummyimage.com/677x558.bmp/dddddd/000000;13
2854454805;Sugar - White Packet;100000;270;fr;Category 6;TVA 20%;A;http://dummyimage.com/427x743.png/ff4444/ffffff;13
7238909208;Asparagus - Green, Fresh;100000;320;fr;Category 7;TVA 20%;A;http://dummyimage.com/436x492.bmp/ff4444/ffffff;9
6818706516;Venison - Denver Leg Boneless;100000;162;fr;Category 9;TVA 20%;A;http://dummyimage.com/588x474.bmp/5fa2dd/ffffff;3
7395176037;Cheese - Gorgonzola;100000;71;fr;Category 8;TVA 20%;A;http://dummyimage.com/459x722.png/dddddd/000000;11
0345202865;Towel Multifold;100000;353;fr;Category 5;TVA 20%;A;http://dummyimage.com/778x599.jpg/dddddd/000000;15
8922240427;Table Cloth 91x91 Colour;100000;251;fr;Category 7;TVA 20%;A;http://dummyimage.com/533x712.png/dddddd/000000;9
3554484577;Bread - Petit Baguette;100000;204;fr;Category 0;TVA 20%;A;http://dummyimage.com/660x462.png/5fa2dd/ffffff;4
5792008920;The Pop Shoppe - Cream Soda;100000;387;fr;Category 9;TVA 20%;A;http://dummyimage.com/566x409.bmp/cc0000/ffffff;10
4120832480;Horseradish - Prepared;100000;90;fr;Category 1;TVA 20%;A;http://dummyimage.com/429x430.png/5fa2dd/ffffff;12
0674551272;Wine - Alsace Riesling Reserve;100000;307;fr;Category 1;TVA 20%;A;http://dummyimage.com/445x427.png/ff4444/ffffff;12
3534491145;Cloves - Whole;100000;291;fr;Category 9;TVA 20%;A;http://dummyimage.com/771x437.jpg/dddddd/000000;8
5296007496;Mousse - Passion Fruit;100000;290;fr;Category 9;TVA 20%;A;http://dummyimage.com/497x670.bmp/5fa2dd/ffffff;11
9778574312;Appetizer - Escargot Puff;100000;162;fr;Category 8;TVA 20%;A;http://dummyimage.com/744x418.png/5fa2dd/ffffff;11
7966221480;Orange Roughy 4/6 Oz;100000;105;fr;Category 7;TVA 20%;A;http://dummyimage.com/463x475.png/cc0000/ffffff;14
5850433175;Beer - Corona;100000;298;fr;Category 7;TVA 20%;A;http://dummyimage.com/727x435.jpg/5fa2dd/ffffff;11
2763471987;Vinegar - Champagne;100000;103;fr;Category 1;TVA 20%;A;http://dummyimage.com/700x613.jpg/ff4444/ffffff;6
0649712914;Food Colouring - Green;100000;323;fr;Category 5;TVA 20%;A;http://dummyimage.com/547x552.bmp/5fa2dd/ffffff;11
4572139842;Chicken - Base, Ultimate;100000;232;fr;Category 1;TVA 20%;A;http://dummyimage.com/572x604.png/5fa2dd/ffffff;1
2238279572;Mushroom - Chanterelle Frozen;100000;213;fr;Category 6;TVA 20%;A;http://dummyimage.com/623x643.png/dddddd/000000;5
8723518687;Bread - Roll, Soft White Round;100000;214;fr;Category 2;TVA 20%;A;http://dummyimage.com/661x550.jpg/ff4444/ffffff;13
3186881182;Transfer Sheets;100000;122;fr;Category 1;TVA 20%;A;http://dummyimage.com/435x560.bmp/ff4444/ffffff;10
9175490266;Fish - Scallops, Cold Smoked;100000;255;fr;Category 0;TVA 20%;A;http://dummyimage.com/436x501.bmp/5fa2dd/ffffff;14
5316071350;Flour - Teff;100000;265;fr;Category 6;TVA 20%;A;http://dummyimage.com/724x566.png/5fa2dd/ffffff;4
1401010769;Hipnotiq Liquor;100000;107;fr;Category 0;TVA 20%;A;http://dummyimage.com/475x762.jpg/cc0000/ffffff;11
4649770833;Yeast Dry - Fleischman;100000;46;fr;Category 1;TVA 20%;A;http://dummyimage.com/567x515.jpg/cc0000/ffffff;2
8617538518;Cheese - Mascarpone;100000;375;fr;Category 1;TVA 20%;A;http://dummyimage.com/614x595.bmp/ff4444/ffffff;6
3567523553;Apples - Sliced / Wedge;100000;345;fr;Category 7;TVA 20%;A;http://dummyimage.com/698x490.png/cc0000/ffffff;5
3070220911;Red Cod Fillets - 225g;100000;360;fr;Category 9;TVA 20%;A;http://dummyimage.com/788x694.jpg/dddddd/000000;1
8647752723;Pie Filling - Pumpkin;100000;347;fr;Category 2;TVA 20%;A;http://dummyimage.com/547x426.png/dddddd/000000;7
9726353202;Truffle - Peelings;100000;376;fr;Category 0;TVA 20%;A;http://dummyimage.com/500x747.png/cc0000/ffffff;5
7853161882;Pasta - Penne Primavera, Single;100000;380;fr;Category 0;TVA 20%;A;http://dummyimage.com/648x645.bmp/5fa2dd/ffffff;11
1340507003;Foil Cont Round;100000;163;fr;Category 9;TVA 20%;A;http://dummyimage.com/518x773.bmp/5fa2dd/ffffff;3
2386090017;Beer - Alexander Kieths, Pale Ale;100000;346;fr;Category 7;TVA 20%;A;http://dummyimage.com/569x699.bmp/dddddd/000000;3
3301591360;Wine - Delicato Merlot;100000;19;fr;Category 6;TVA 20%;A;http://dummyimage.com/405x461.png/5fa2dd/ffffff;12
5606818821;Soup - Campbells - Tomato;100000;134;fr;Category 2;TVA 20%;A;http://dummyimage.com/514x436.jpg/cc0000/ffffff;3
1366424808;Juice - Apple, 1.36l;100000;337;fr;Category 2;TVA 20%;A;http://dummyimage.com/663x458.png/5fa2dd/ffffff;10
3457091243;Pepper - Pablano;100000;274;fr;Category 2;TVA 20%;A;http://dummyimage.com/534x650.png/cc0000/ffffff;3
2618259871;Corn Shoots;100000;307;fr;Category 1;TVA 20%;A;http://dummyimage.com/586x489.png/cc0000/ffffff;11
3505503171;Mustard - Pommery;100000;204;fr;Category 3;TVA 20%;A;http://dummyimage.com/533x495.jpg/5fa2dd/ffffff;7
2528225021;Chinese Foods - Thick Noodles;100000;17;fr;Category 3;TVA 20%;A;http://dummyimage.com/481x626.bmp/cc0000/ffffff;5
6865282520;Bay Leaf;100000;101;fr;Category 5;TVA 20%;A;http://dummyimage.com/771x711.jpg/ff4444/ffffff;9
4797507988;Cheese - Cottage Cheese;100000;329;fr;Category 2;TVA 20%;A;http://dummyimage.com/739x559.bmp/dddddd/000000;9
8083074868;Lemonade - Black Cherry, 591 Ml;100000;9;fr;Category 0;TVA 20%;A;http://dummyimage.com/498x603.jpg/cc0000/ffffff;8
6103848487;Pie Shells 10;100000;268;fr;Category 4;TVA 20%;A;http://dummyimage.com/427x576.bmp/cc0000/ffffff;3
6299059234;Longos - Greek Salad;100000;384;fr;Category 5;TVA 20%;A;http://dummyimage.com/735x795.png/ff4444/ffffff;6
6664395854;Pickerel - Fillets;100000;181;fr;Category 0;TVA 20%;A;http://dummyimage.com/727x744.png/5fa2dd/ffffff;13
6774809609;Sultanas;100000;56;fr;Category 3;TVA 20%;A;http://dummyimage.com/695x529.png/dddddd/000000;4
8335608574;Beef - Top Butt Aaa;100000;323;fr;Category 8;TVA 20%;A;http://dummyimage.com/735x789.bmp/ff4444/ffffff;5
2635599862;Parasol Pick Stir Stick;100000;192;fr;Category 2;TVA 20%;A;http://dummyimage.com/562x676.bmp/cc0000/ffffff;15
2101681397;Bread - Dark Rye, Loaf;100000;330;fr;Category 5;TVA 20%;A;http://dummyimage.com/601x670.png/dddddd/000000;5
7247464226;Milk - Condensed;100000;298;fr;Category 3;TVA 20%;A;http://dummyimage.com/635x409.jpg/dddddd/000000;13
5270416045;Sole - Iqf;100000;20;fr;Category 9;TVA 20%;A;http://dummyimage.com/452x456.png/dddddd/000000;8
9590863596;Nut - Almond, Blanched, Ground;100000;293;fr;Category 9;TVA 20%;A;http://dummyimage.com/424x585.png/cc0000/ffffff;3
4752473283;Vanilla Beans;100000;274;fr;Category 2;TVA 20%;A;http://dummyimage.com/498x634.jpg/5fa2dd/ffffff;1
2746067121;Wine - White Cab Sauv.on;100000;294;fr;Category 8;TVA 20%;A;http://dummyimage.com/738x473.bmp/dddddd/000000;1
2860253074;Halibut - Steaks;100000;172;fr;Category 4;TVA 20%;A;http://dummyimage.com/604x525.jpg/5fa2dd/ffffff;5
8642874257;Cheese - Perron Cheddar;100000;277;fr;Category 4;TVA 20%;A;http://dummyimage.com/581x698.png/ff4444/ffffff;11
3100836178;Beef - Striploin;100000;37;fr;Category 4;TVA 20%;A;http://dummyimage.com/782x762.jpg/ff4444/ffffff;5
9820612146;Pork - Ham, Virginia;100000;122;fr;Category 0;TVA 20%;A;http://dummyimage.com/727x432.png/5fa2dd/ffffff;10
6764852834;Yukon Jack;100000;216;fr;Category 9;TVA 20%;A;http://dummyimage.com/673x591.bmp/5fa2dd/ffffff;5
3521406502;Trueblue - Blueberry;100000;147;fr;Category 1;TVA 20%;A;http://dummyimage.com/609x606.png/cc0000/ffffff;2
4193081025;Veal - Round, Eye Of;100000;294;fr;Category 1;TVA 20%;A;http://dummyimage.com/439x572.jpg/5fa2dd/ffffff;15
3443571501;Wine - Ruffino Chianti;100000;333;fr;Category 6;TVA 20%;A;http://dummyimage.com/734x656.bmp/ff4444/ffffff;9
5718410302;Lamb - Ground;100000;271;fr;Category 7;TVA 20%;A;http://dummyimage.com/676x567.png/cc0000/ffffff;12
9318633577;Leeks - Baby, White;100000;34;fr;Category 8;TVA 20%;A;http://dummyimage.com/558x774.png/cc0000/ffffff;2
2006742800;Rum - Dark, Bacardi, Black;100000;200;fr;Category 9;TVA 20%;A;http://dummyimage.com/451x757.png/5fa2dd/ffffff;14
8112982505;Orange - Blood;100000;250;fr;Category 1;TVA 20%;A;http://dummyimage.com/468x452.jpg/ff4444/ffffff;8
5058890142;Anchovy In Oil;100000;352;fr;Category 0;TVA 20%;A;http://dummyimage.com/611x411.png/ff4444/ffffff;4
5226480150;Tea - Darjeeling, Azzura;100000;228;fr;Category 3;TVA 20%;A;http://dummyimage.com/637x697.png/5fa2dd/ffffff;11
8543567637;Steampan - Lid For Half Size;100000;53;fr;Category 4;TVA 20%;A;http://dummyimage.com/476x529.png/ff4444/ffffff;13
4350504315;Mushroom - Shitake, Fresh;100000;188;fr;Category 7;TVA 20%;A;http://dummyimage.com/545x455.bmp/ff4444/ffffff;15
8553972065;Spinach - Packaged;100000;239;fr;Category 0;TVA 20%;A;http://dummyimage.com/674x540.jpg/ff4444/ffffff;8
8307639603;Instant Coffee;100000;201;fr;Category 8;TVA 20%;A;http://dummyimage.com/683x552.png/cc0000/ffffff;8
1759396582;Cheese Cloth No 100;100000;386;fr;Category 9;TVA 20%;A;http://dummyimage.com/779x792.bmp/cc0000/ffffff;8
1247019807;Cookies Oatmeal Raisin;100000;353;fr;Category 8;TVA 20%;A;http://dummyimage.com/594x685.jpg/dddddd/000000;9
4524981036;Ranchero - Primerba, Paste;100000;259;fr;Category 0;TVA 20%;A;http://dummyimage.com/508x786.jpg/cc0000/ffffff;1
5417102318;Wine - Montecillo Rioja Crianza;100000;262;fr;Category 3;TVA 20%;A;http://dummyimage.com/697x511.png/ff4444/ffffff;7
3891415527;Arctic Char - Fillets;100000;82;fr;Category 3;TVA 20%;A;http://dummyimage.com/748x595.bmp/dddddd/000000;3
1740970830;Longos - Chicken Cordon Bleu;100000;378;fr;Category 4;TVA 20%;A;http://dummyimage.com/800x546.jpg/cc0000/ffffff;2
3353751137;Juice - Clamato, 341 Ml;100000;311;fr;Category 6;TVA 20%;A;http://dummyimage.com/586x728.bmp/5fa2dd/ffffff;3
0296253152;Wine - Chateau Bonnet;100000;265;fr;Category 7;TVA 20%;A;http://dummyimage.com/646x559.png/5fa2dd/ffffff;8
9860688965;Pop - Club Soda Can;100000;266;fr;Category 2;TVA 20%;A;http://dummyimage.com/773x727.png/5fa2dd/ffffff;11
1731985883;Mushroom - Porcini Frozen;100000;350;fr;Category 4;TVA 20%;A;http://dummyimage.com/429x402.png/dddddd/000000;2
4326064334;Carbonated Water - Strawberry;100000;89;fr;Category 2;TVA 20%;A;http://dummyimage.com/513x518.jpg/cc0000/ffffff;5
1424853336;Wine - Chablis J Moreau Et Fils;100000;57;fr;Category 6;TVA 20%;A;http://dummyimage.com/710x667.bmp/dddddd/000000;12
3194765824;Mousse - Banana Chocolate;100000;136;fr;Category 7;TVA 20%;A;http://dummyimage.com/441x714.png/5fa2dd/ffffff;12
3158829741;V8 - Vegetable Cocktail;100000;349;fr;Category 0;TVA 20%;A;http://dummyimage.com/683x633.png/dddddd/000000;14
6022099956;Rice - Sushi;100000;129;fr;Category 0;TVA 20%;A;http://dummyimage.com/486x733.jpg/dddddd/000000;13
2450494474;Ecolab Digiclean Mild Fm;100000;104;fr;Category 6;TVA 20%;A;http://dummyimage.com/756x541.jpg/5fa2dd/ffffff;4
7502050671;Egg - Salad Premix;100000;338;fr;Category 7;TVA 20%;A;http://dummyimage.com/694x714.jpg/5fa2dd/ffffff;3
7493492345;Remy Red;100000;64;fr;Category 4;TVA 20%;A;http://dummyimage.com/762x720.jpg/cc0000/ffffff;1
7369819393;Cookie Dough - Peanut Butter;100000;42;fr;Category 9;TVA 20%;A;http://dummyimage.com/465x736.png/5fa2dd/ffffff;3
5087822072;Five Alive Citrus;100000;212;fr;Category 5;TVA 20%;A;http://dummyimage.com/763x455.jpg/5fa2dd/ffffff;6
9091318299;Wonton Wrappers;100000;282;fr;Category 2;TVA 20%;A;http://dummyimage.com/714x507.jpg/cc0000/ffffff;2
6784647228;Sausage - Blood Pudding;100000;296;fr;Category 9;TVA 20%;A;http://dummyimage.com/445x467.jpg/dddddd/000000;9
5265800534;Celery;100000;343;fr;Category 7;TVA 20%;A;http://dummyimage.com/527x748.jpg/ff4444/ffffff;2
3073916915;Soup - Boston Clam Chowder;100000;134;fr;Category 3;TVA 20%;A;http://dummyimage.com/775x522.jpg/ff4444/ffffff;9
1565166802;Nut - Walnut, Chopped;100000;389;fr;Category 7;TVA 20%;A;http://dummyimage.com/448x564.jpg/5fa2dd/ffffff;9
0097626149;Cup - 8oz Coffee Perforated;100000;171;fr;Category 5;TVA 20%;A;http://dummyimage.com/763x727.bmp/dddddd/000000;1
3131594816;Tomatoes - Plum, Canned;100000;102;fr;Category 5;TVA 20%;A;http://dummyimage.com/704x435.jpg/cc0000/ffffff;11
1987305828;Crackers - Water;100000;299;fr;Category 9;TVA 20%;A;http://dummyimage.com/696x534.jpg/dddddd/000000;7
0195930355;Tea - Decaf 1 Cup;100000;112;fr;Category 1;TVA 20%;A;http://dummyimage.com/492x796.png/5fa2dd/ffffff;8
6183166053;Coconut Milk - Unsweetened;100000;274;fr;Category 1;TVA 20%;A;http://dummyimage.com/757x742.jpg/5fa2dd/ffffff;13
2971744601;Sloe Gin - Mcguinness;100000;61;fr;Category 6;TVA 20%;A;http://dummyimage.com/520x404.jpg/ff4444/ffffff;13
7776900479;Tobasco Sauce;100000;215;fr;Category 7;TVA 20%;A;http://dummyimage.com/725x424.bmp/ff4444/ffffff;10
5146908401;Wine - Soave Folonari;100000;80;fr;Category 9;TVA 20%;A;http://dummyimage.com/675x617.jpg/5fa2dd/ffffff;4
3770168018;Soup Campbells Turkey Veg.;100000;122;fr;Category 0;TVA 20%;A;http://dummyimage.com/473x768.bmp/cc0000/ffffff;4
7426153990;Ice Cream Bar - Oreo Sandwich;100000;279;fr;Category 0;TVA 20%;A;http://dummyimage.com/681x588.jpg/ff4444/ffffff;11
3598950234;Graham Cracker Mix;100000;219;fr;Category 1;TVA 20%;A;http://dummyimage.com/427x596.jpg/dddddd/000000;13
6636669001;Soup - Base Broth Beef;100000;142;fr;Category 6;TVA 20%;A;http://dummyimage.com/597x650.png/dddddd/000000;7
6666263440;Crackers - Trio;100000;236;fr;Category 8;TVA 20%;A;http://dummyimage.com/700x723.png/ff4444/ffffff;3
8980864101;Sunflower Seed Raw;100000;340;fr;Category 1;TVA 20%;A;http://dummyimage.com/418x439.png/dddddd/000000;12
1988490499;Towel Multifold;100000;387;fr;Category 3;TVA 20%;A;http://dummyimage.com/626x586.jpg/dddddd/000000;11
9574529022;Muffin - Blueberry Individual;100000;8;fr;Category 1;TVA 20%;A;http://dummyimage.com/529x491.png/ff4444/ffffff;13
3440751983;French Kiss Vanilla;100000;283;fr;Category 7;TVA 20%;A;http://dummyimage.com/571x599.jpg/cc0000/ffffff;11
6180159872;Turkey - Oven Roast Breast;100000;151;fr;Category 1;TVA 20%;A;http://dummyimage.com/634x739.png/cc0000/ffffff;1
3570347769;Beans - Yellow;100000;41;fr;Category 4;TVA 20%;A;http://dummyimage.com/644x777.bmp/5fa2dd/ffffff;7
6475690110;Quail - Jumbo Boneless;100000;345;fr;Category 6;TVA 20%;A;http://dummyimage.com/797x461.jpg/ff4444/ffffff;7
0093777395;Tomatoes - Vine Ripe, Red;100000;246;fr;Category 0;TVA 20%;A;http://dummyimage.com/597x775.bmp/cc0000/ffffff;12
5302724149;Cheese - Roquefort Pappillon;100000;279;fr;Category 1;TVA 20%;A;http://dummyimage.com/609x481.png/5fa2dd/ffffff;13
7427838891;Miso - Soy Bean Paste;100000;7;fr;Category 7;TVA 20%;A;http://dummyimage.com/455x517.png/ff4444/ffffff;6
6485927321;Watercress;100000;307;fr;Category 9;TVA 20%;A;http://dummyimage.com/550x440.jpg/ff4444/ffffff;5
0002297612;Spice - Paprika;100000;303;fr;Category 9;TVA 20%;A;http://dummyimage.com/446x562.jpg/5fa2dd/ffffff;11
1896001850;Alize Gold Passion;100000;385;fr;Category 0;TVA 20%;A;http://dummyimage.com/501x513.jpg/cc0000/ffffff;2
0581495043;Soup - Campbells;100000;158;fr;Category 7;TVA 20%;A;http://dummyimage.com/618x423.jpg/5fa2dd/ffffff;1
3697132596;Danishes - Mini Raspberry;100000;133;fr;Category 1;TVA 20%;A;http://dummyimage.com/572x568.png/dddddd/000000;12
1258539762;Puree - Mocha;100000;173;fr;Category 2;TVA 20%;A;http://dummyimage.com/663x569.jpg/ff4444/ffffff;12
6044439853;Tea - Darjeeling, Azzura;100000;1;fr;Category 7;TVA 20%;A;http://dummyimage.com/798x607.jpg/cc0000/ffffff;14
8149714925;Shrimp - 16/20, Iqf, Shell On;100000;212;fr;Category 2;TVA 20%;A;http://dummyimage.com/799x453.png/dddddd/000000;2
7742443143;Long Island Ice Tea;100000;380;fr;Category 0;TVA 20%;A;http://dummyimage.com/514x682.png/cc0000/ffffff;1
8383199959;Wine - Sauvignon Blanc Oyster;100000;322;fr;Category 9;TVA 20%;A;http://dummyimage.com/775x632.bmp/5fa2dd/ffffff;6
4567112349;Clementine;100000;153;fr;Category 0;TVA 20%;A;http://dummyimage.com/699x441.jpg/cc0000/ffffff;14
8671946631;Almonds Ground Blanched;100000;266;fr;Category 4;TVA 20%;A;http://dummyimage.com/411x544.jpg/ff4444/ffffff;3
3212308863;Sobe - Berry Energy;100000;43;fr;Category 3;TVA 20%;A;http://dummyimage.com/535x614.jpg/5fa2dd/ffffff;14
6865008513;Buttons;100000;212;fr;Category 9;TVA 20%;A;http://dummyimage.com/629x784.jpg/ff4444/ffffff;3
3755767241;Tea - Herbal Sweet Dreams;100000;400;fr;Category 0;TVA 20%;A;http://dummyimage.com/509x474.jpg/5fa2dd/ffffff;12
4530004689;Goulash Seasoning;100000;66;fr;Category 9;TVA 20%;A;http://dummyimage.com/552x794.bmp/5fa2dd/ffffff;9
0554960677;Potatoes - Idaho 80 Count;100000;67;fr;Category 2;TVA 20%;A;http://dummyimage.com/699x615.bmp/5fa2dd/ffffff;6
7185815545;Bread - English Muffin;100000;135;fr;Category 0;TVA 20%;A;http://dummyimage.com/771x661.jpg/5fa2dd/ffffff;4
7656721399;Cornish Hen;100000;386;fr;Category 8;TVA 20%;A;http://dummyimage.com/621x580.jpg/5fa2dd/ffffff;14
6191124581;Garlic - Peeled;100000;70;fr;Category 0;TVA 20%;A;http://dummyimage.com/420x676.jpg/ff4444/ffffff;14
4243644731;Sobe - Tropical Energy;100000;109;fr;Category 3;TVA 20%;A;http://dummyimage.com/562x712.png/ff4444/ffffff;2
2425229802;Walkers Special Old Whiskey;100000;233;fr;Category 5;TVA 20%;A;http://dummyimage.com/651x767.bmp/dddddd/000000;13
4449154463;Soup - Beef, Base Mix;100000;222;fr;Category 7;TVA 20%;A;http://dummyimage.com/506x588.png/5fa2dd/ffffff;7
2354438755;Cheese - Parmesan Grated;100000;32;fr;Category 5;TVA 20%;A;http://dummyimage.com/584x579.bmp/5fa2dd/ffffff;7
0927929461;Calypso - Pineapple Passion;100000;154;fr;Category 3;TVA 20%;A;http://dummyimage.com/495x606.png/dddddd/000000;2
3219530152;The Pop Shoppe Pinapple;100000;210;fr;Category 1;TVA 20%;A;http://dummyimage.com/610x782.jpg/5fa2dd/ffffff;3
6076770430;Pepper - Roasted Red;100000;86;fr;Category 0;TVA 20%;A;http://dummyimage.com/610x722.bmp/dddddd/000000;5
4492690521;Island Oasis - Lemonade;100000;137;fr;Category 9;TVA 20%;A;http://dummyimage.com/502x637.bmp/cc0000/ffffff;2
9996112913;Pastrami;100000;224;fr;Category 7;TVA 20%;A;http://dummyimage.com/494x682.jpg/ff4444/ffffff;1
3452481718;Jam - Marmalade, Orange;100000;326;fr;Category 6;TVA 20%;A;http://dummyimage.com/554x409.bmp/5fa2dd/ffffff;6
6288356688;Yeast Dry - Fermipan;100000;4;fr;Category 3;TVA 20%;A;http://dummyimage.com/790x553.png/5fa2dd/ffffff;5
0625387435;Pastry - Butterscotch Baked;100000;364;fr;Category 7;TVA 20%;A;http://dummyimage.com/776x614.png/cc0000/ffffff;8
4443711562;Flower - Commercial Spider;100000;314;fr;Category 5;TVA 20%;A;http://dummyimage.com/437x736.bmp/ff4444/ffffff;10
9215959821;Coffee - Cafe Moreno;100000;58;fr;Category 6;TVA 20%;A;http://dummyimage.com/511x724.png/dddddd/000000;13
6244282959;Cups 10oz Trans;100000;167;fr;Category 7;TVA 20%;A;http://dummyimage.com/532x766.jpg/dddddd/000000;5
2015696679;Pear - Halves;100000;322;fr;Category 0;TVA 20%;A;http://dummyimage.com/415x452.bmp/cc0000/ffffff;15
4479886263;Lemonade - Kiwi, 591 Ml;100000;355;fr;Category 4;TVA 20%;A;http://dummyimage.com/415x678.bmp/cc0000/ffffff;13
6233578271;Juice - Cranberry, 341 Ml;100000;390;fr;Category 8;TVA 20%;A;http://dummyimage.com/434x635.jpg/dddddd/000000;1
4765068125;Wine - Toasted Head;100000;113;fr;Category 9;TVA 20%;A;http://dummyimage.com/582x449.bmp/ff4444/ffffff;9
8543675125;Sauce - Fish 25 Ozf Bottle;100000;168;fr;Category 1;TVA 20%;A;http://dummyimage.com/650x772.png/dddddd/000000;3
3664837344;Island Oasis - Ice Cream Mix;100000;131;fr;Category 3;TVA 20%;A;http://dummyimage.com/763x498.png/ff4444/ffffff;9
6976483139;Veal - Leg, Provimi - 50 Lb Max;100000;234;fr;Category 6;TVA 20%;A;http://dummyimage.com/747x554.jpg/cc0000/ffffff;4
7694253115;Lamb - Shoulder;100000;119;fr;Category 7;TVA 20%;A;http://dummyimage.com/470x690.jpg/dddddd/000000;2
9232874337;Pomello;100000;327;fr;Category 8;TVA 20%;A;http://dummyimage.com/575x748.bmp/5fa2dd/ffffff;15
2541643892;Beans - Green;100000;368;fr;Category 2;TVA 20%;A;http://dummyimage.com/546x761.png/dddddd/000000;5
0373909253;Contreau;100000;139;fr;Category 4;TVA 20%;A;http://dummyimage.com/644x560.jpg/cc0000/ffffff;6
8559764926;Wine - Conde De Valdemar;100000;121;fr;Category 5;TVA 20%;A;http://dummyimage.com/498x786.bmp/5fa2dd/ffffff;12
8996196700;Container - Foam Dixie 12 Oz;100000;146;fr;Category 5;TVA 20%;A;http://dummyimage.com/624x453.png/dddddd/000000;15
