Product code;Product name;Quantity;Price;Divisions included;Language;Category;Taxes;Status
5027960069;Daves Island Stinger;100000;440;TH;fr;Category 7;TVA 20%;A
3689850770;Puree - Mango;100000;379;CN;fr;Category 2;TVA 20%;A
0446775770;Crawfish;100000;268;PT;fr;Category 1;TVA 20%;A
7800936538;Plums - Red;100000;233;MX;fr;Category 2;TVA 20%;A
3793869644;Carbonated Water - Blackcherry;100000;204;ID;fr;Category 0;TVA 20%;A
7757301025;Wine - Sherry Dry Sack, William;100000;131;SE;fr;Category 6;TVA 20%;A
1472991478;Sea Bass - Fillets;100000;439;UA;fr;Category 6;TVA 20%;A
0145924483;Pepper - Red Thai;100000;154;FR;fr;Category 5;TVA 20%;A
0626684218;Soup Campbells Split Pea And Ham;100000;331;ID;fr;Category 2;TVA 20%;A
5926750679;Shrimp - 150 - 250;100000;459;CN;fr;Category 0;TVA 20%;A
6690430693;Seedlings - Clamshell;100000;124;MX;fr;Category 6;TVA 20%;A
7890645279;Fennel;100000;489;RU;fr;Category 6;TVA 20%;A
7240473791;Lettuce - Escarole;100000;328;BG;fr;Category 9;TVA 20%;A
6307652519;Bread - Italian Corn Meal Poly;100000;399;CN;fr;Category 2;TVA 20%;A
5690846120;Sea Bass - Whole;100000;382;PH;fr;Category 1;TVA 20%;A
3983946585;Cheese - Cream Cheese;100000;359;ID;fr;Category 3;TVA 20%;A
3404686144;Kirsch - Schloss;100000;113;ID;fr;Category 6;TVA 20%;A
5118147808;Vinegar - Rice;100000;300;RU;fr;Category 7;TVA 20%;A
1135501696;Bread - Roll, Whole Wheat;100000;13;CN;fr;Category 5;TVA 20%;A
0433792477;Chocolate - Compound Coating;100000;489;CN;fr;Category 1;TVA 20%;A
7715572756;Longan;100000;390;US;fr;Category 6;TVA 20%;A
7925016582;Longos - Grilled Salmon With Bbq;100000;235;AR;fr;Category 5;TVA 20%;A
7971265212;Cheese - Brie Roitelet;100000;447;KE;fr;Category 6;TVA 20%;A
3614723240;Beef Wellington;100000;314;IE;fr;Category 1;TVA 20%;A
3669601538;Pork - Bacon,back Peameal;100000;299;AZ;fr;Category 3;TVA 20%;A
7336760953;Fish - Scallops, Cold Smoked;100000;279;SV;fr;Category 6;TVA 20%;A
7889261519;Pasta - Spaghetti, Dry;100000;41;RU;fr;Category 4;TVA 20%;A
4319922433;Stock - Veal, White;100000;220;GR;fr;Category 2;TVA 20%;A
7503114371;Table Cloth 90x90 Colour;100000;107;PH;fr;Category 9;TVA 20%;A
4658299011;Beer - Upper Canada Lager;100000;318;TZ;fr;Category 0;TVA 20%;A
7318793691;Vinegar - White;100000;248;CN;fr;Category 3;TVA 20%;A
7428102758;Syrup - Monin - Blue Curacao;100000;24;ID;fr;Category 8;TVA 20%;A
4453932669;Food Colouring - Pink;100000;85;CZ;fr;Category 1;TVA 20%;A
3037189959;Mix - Cappucino Cocktail;100000;38;CO;fr;Category 1;TVA 20%;A
1881628469;Pepper - Roasted Red;100000;250;ID;fr;Category 0;TVA 20%;A
4272129368;Lamb - Shoulder;100000;344;SE;fr;Category 0;TVA 20%;A
1989464262;Lamb - Whole, Fresh;100000;6;PL;fr;Category 3;TVA 20%;A
8942882781;Bread - Pullman, Sliced;100000;32;IR;fr;Category 3;TVA 20%;A
1622304861;Soup Campbells Mexicali Tortilla;100000;409;CN;fr;Category 1;TVA 20%;A
5732500065;Coffee - 10oz Cup 92961;100000;160;CN;fr;Category 9;TVA 20%;A
3910484697;Chinese Lemon Pork;100000;409;ID;fr;Category 9;TVA 20%;A
9731517022;Wine - Alsace Gewurztraminer;100000;82;CN;fr;Category 1;TVA 20%;A
4686018862;Napkin White;100000;490;RU;fr;Category 6;TVA 20%;A
1401466036;Capers - Ox Eye Daisy;100000;232;UA;fr;Category 5;TVA 20%;A
8457418556;Coffee - Decafenated;100000;226;CN;fr;Category 8;TVA 20%;A
2778162836;Oil - Food, Lacquer Spray;100000;302;BR;fr;Category 2;TVA 20%;A
3366810238;Broom And Broom Rack White;100000;162;RU;fr;Category 7;TVA 20%;A
4742710479;Beef - Prime Rib Aaa;100000;200;NO;fr;Category 6;TVA 20%;A
6958750063;Chips Potato Salt Vinegar 43g;100000;39;PT;fr;Category 8;TVA 20%;A
9432822281;Steamers White;100000;453;CN;fr;Category 3;TVA 20%;A
5625474540;Soup Campbells Mexicali Tortilla;100000;349;CA;fr;Category 9;TVA 20%;A
9485438753;Cornflakes;100000;296;PL;fr;Category 7;TVA 20%;A
7126750412;Tuna - Bluefin;100000;232;IT;fr;Category 6;TVA 20%;A
8591858859;Lettuce - Boston Bib - Organic;100000;233;CN;fr;Category 7;TVA 20%;A
2478519763;Rice - Long Grain;100000;472;RU;fr;Category 2;TVA 20%;A
7175270100;Wine - Maipo Valle Cabernet;100000;417;CZ;fr;Category 7;TVA 20%;A
3449985140;Cilantro / Coriander - Fresh;100000;60;CN;fr;Category 4;TVA 20%;A
6469801781;Cake - Mini Cheesecake;100000;275;US;fr;Category 7;TVA 20%;A
7214543303;Flour Pastry Super Fine;100000;63;CN;fr;Category 5;TVA 20%;A
4808603683;Wonton Wrappers;100000;73;AR;fr;Category 4;TVA 20%;A
0111443741;Icecream - Dstk Cml And Fdg;100000;470;SI;fr;Category 3;TVA 20%;A
5875398337;Rabbit - Saddles;100000;211;CN;fr;Category 1;TVA 20%;A
4459902699;Pepsi, 355 Ml;100000;426;CZ;fr;Category 7;TVA 20%;A
6770288915;Canadian Emmenthal;100000;3;AL;fr;Category 0;TVA 20%;A
4430159327;Juice - Happy Planet;100000;296;US;fr;Category 0;TVA 20%;A
0751000221;Turnip - White;100000;322;AD;fr;Category 6;TVA 20%;A
9370342257;Plate Foam Laminated 9in Blk;100000;116;MX;fr;Category 7;TVA 20%;A
9244213656;Saskatoon Berries - Frozen;100000;356;ID;fr;Category 8;TVA 20%;A
1841605743;Sunflower Seed Raw;100000;22;PE;fr;Category 3;TVA 20%;A
1991569505;Wine - Placido Pinot Grigo;100000;172;ID;fr;Category 5;TVA 20%;A
5010390140;Glass - Wine, Plastic, Clear 5 Oz;100000;500;TH;fr;Category 4;TVA 20%;A
7643578966;Stock - Veal, Brown;100000;35;TZ;fr;Category 1;TVA 20%;A
0667273379;Beans - Long, Chinese;100000;31;RU;fr;Category 9;TVA 20%;A
3769679776;Shrimp - Black Tiger 13/15;100000;221;LA;fr;Category 6;TVA 20%;A
4070342915;Spice - Peppercorn Melange;100000;365;CN;fr;Category 7;TVA 20%;A
5621487087;Bread - Roll, Italian;100000;443;GB;fr;Category 7;TVA 20%;A
5828836609;Everfresh Products;100000;158;UG;fr;Category 7;TVA 20%;A
1950066959;Potatoes - Idaho 100 Count;100000;414;TH;fr;Category 8;TVA 20%;A
3074607645;Snapple Raspberry Tea;100000;43;CA;fr;Category 1;TVA 20%;A
7892892133;Absolut Citron;100000;223;US;fr;Category 1;TVA 20%;A
6942132128;Beef Striploin Aaa;100000;413;UA;fr;Category 7;TVA 20%;A
1953687474;Soup - Cream Of Potato / Leek;100000;331;ID;fr;Category 2;TVA 20%;A
7678852843;Wine - White, Colubia Cresh;100000;373;CN;fr;Category 8;TVA 20%;A
4327923338;Coffee Cup 12oz 5342cd;100000;16;PT;fr;Category 6;TVA 20%;A
2031199323;Nut - Almond, Blanched, Sliced;100000;75;SL;fr;Category 1;TVA 20%;A
6722225313;Celery Root;100000;385;PH;fr;Category 5;TVA 20%;A
1128587580;Table Cloth 90x90 White;100000;182;CN;fr;Category 9;TVA 20%;A
1579984827;Beef - Short Loin;100000;394;CA;fr;Category 0;TVA 20%;A
4848814502;Sugar - Sweet N Low, Individual;100000;58;CN;fr;Category 9;TVA 20%;A
1931795525;Banana;100000;434;RU;fr;Category 7;TVA 20%;A
8381762588;Broom And Broom Rack White;100000;153;ID;fr;Category 0;TVA 20%;A
8412718720;Sugar - Invert;100000;244;ID;fr;Category 3;TVA 20%;A
1161012281;Wine - Muscadet Sur Lie;100000;423;RU;fr;Category 9;TVA 20%;A
1218570113;Potato - Sweet;100000;19;RU;fr;Category 0;TVA 20%;A
7032770037;Wine - Sauvignon Blanc Oyster;100000;141;NL;fr;Category 9;TVA 20%;A
1551737868;Water - Spring Water 500ml;100000;98;CA;fr;Category 0;TVA 20%;A
3044731933;Bacon Strip Precooked;100000;263;ID;fr;Category 5;TVA 20%;A
8933887407;Shiratamako - Rice Flour;100000;32;RU;fr;Category 9;TVA 20%;A
4451580730;Tea - Vanilla Chai;100000;32;PH;fr;Category 8;TVA 20%;A
4297633507;Duck - Breast;100000;34;FR;fr;Category 9;TVA 20%;A
0003233073;Sauce - Thousand Island;100000;212;CO;fr;Category 8;TVA 20%;A
9675151528;Chutney Sauce;100000;260;ML;fr;Category 3;TVA 20%;A
4146420571;Aspic - Clear;100000;473;GR;fr;Category 7;TVA 20%;A
1051700434;Buffalo - Striploin;100000;14;CN;fr;Category 4;TVA 20%;A
6879468241;Amarula Cream;100000;203;CN;fr;Category 2;TVA 20%;A
7094321619;Ham - Cooked;100000;195;SY;fr;Category 9;TVA 20%;A
4080576633;Mop Head - Cotton, 24 Oz;100000;213;RU;fr;Category 3;TVA 20%;A
2119741360;Barley - Pearl;100000;288;ID;fr;Category 3;TVA 20%;A
0484596233;Syrup - Monin - Passion Fruit;100000;432;CN;fr;Category 2;TVA 20%;A
2079508970;Wine - Puligny Montrachet A.;100000;202;AR;fr;Category 7;TVA 20%;A
0909001413;Tomatoes - Vine Ripe, Red;100000;456;TZ;fr;Category 0;TVA 20%;A
5429211540;Contreau;100000;445;CN;fr;Category 3;TVA 20%;A
9582354402;Pizza Pizza Dough;100000;138;CN;fr;Category 1;TVA 20%;A
8238881366;Asparagus - Frozen;100000;418;CN;fr;Category 5;TVA 20%;A
4214677900;Cup - 8oz Coffee Perforated;100000;87;ID;fr;Category 6;TVA 20%;A
3053636395;Pepper - Chillies, Crushed;100000;471;RU;fr;Category 9;TVA 20%;A
9364764870;Salmon Steak - Cohoe 8 Oz;100000;273;NG;fr;Category 3;TVA 20%;A
