Product code;Product name;Quantity;Price;Divisions included;Language;Category;Taxes;Status
7718386066;Rabbit - Frozen;100000;374;BR;fr;Category 1;TVA 20%;A
1108714048;Cheese - Goat;100000;151;RU;fr;Category 8;TVA 20%;A
7173007275;Wine - Duboeuf Beaujolais;100000;15;CN;fr;Category 5;TVA 20%;A
9929335226;Bagelers - Cinn / Brown;100000;326;CN;fr;Category 6;TVA 20%;A
5649379998;Cabbage - Green;100000;476;BR;fr;Category 4;TVA 20%;A
1012971791;Broom - Corn;100000;269;CN;fr;Category 2;TVA 20%;A
9720443480;Duck - Legs;100000;444;PL;fr;Category 7;TVA 20%;A
8201502736;Bread - Hot Dog Buns;100000;489;DE;fr;Category 3;TVA 20%;A
4662690455;Cotton Wet Mop 16 Oz;100000;12;CN;fr;Category 8;TVA 20%;A
6048304587;Veal - Leg;100000;307;CN;fr;Category 3;TVA 20%;A
9925389275;Beef - Top Sirloin - Aaa;100000;45;PE;fr;Category 4;TVA 20%;A
3732300595;Curry Paste - Madras;100000;52;UA;fr;Category 4;TVA 20%;A
1136228926;Soup - Clam Chowder, Dry Mix;100000;77;IE;fr;Category 6;TVA 20%;A
4201385590;Soup - Cream Of Broccoli, Dry;100000;325;SE;fr;Category 5;TVA 20%;A
1603203281;Chilli Paste, Ginger Garlic;100000;29;ID;fr;Category 9;TVA 20%;A
1404377921;Lemonade - Island Tea, 591 Ml;100000;386;FR;fr;Category 5;TVA 20%;A
4343874370;Spinach - Frozen;100000;380;DO;fr;Category 9;TVA 20%;A
2947961285;Lamb Rack - Ontario;100000;66;ID;fr;Category 6;TVA 20%;A
3096491682;Nectarines;100000;433;PL;fr;Category 6;TVA 20%;A
2229245740;Mustard - Dry, Powder;100000;24;CN;fr;Category 5;TVA 20%;A
0170026469;Nori Sea Weed;100000;51;US;fr;Category 3;TVA 20%;A
2087952523;Tomatoes - Orange;100000;44;CA;fr;Category 3;TVA 20%;A
3517789879;Wine - Manischewitz Concord;100000;15;MX;fr;Category 6;TVA 20%;A
9452277939;Soup - Knorr, Chicken Gumbo;100000;286;PE;fr;Category 0;TVA 20%;A
0658266640;Rabbit - Legs;100000;256;PL;fr;Category 5;TVA 20%;A
9275712654;Muffin Chocolate Individual Wrap;100000;24;CA;fr;Category 7;TVA 20%;A
6297641765;Horseradish Root;100000;250;UA;fr;Category 8;TVA 20%;A
0082569363;Soup - Campbells Chili Veg;100000;272;NZ;fr;Category 0;TVA 20%;A
1055137033;Water - Aquafina Vitamin;100000;329;ID;fr;Category 0;TVA 20%;A
1902809459;Scallops - 10/20;100000;58;PH;fr;Category 2;TVA 20%;A
9068948865;Pasta - Lasagne, Fresh;100000;139;SY;fr;Category 1;TVA 20%;A
7225033549;Chicken - Wieners;100000;450;CN;fr;Category 2;TVA 20%;A
6784028740;Crackers - Graham;100000;98;ZA;fr;Category 5;TVA 20%;A
5362911465;Carbonated Water - Cherry;100000;5;ZM;fr;Category 1;TVA 20%;A
2042212466;Table Cloth - 53x69 Colour;100000;477;CZ;fr;Category 1;TVA 20%;A
3923175264;Wine - Muscadet Sur Lie;100000;86;ID;fr;Category 3;TVA 20%;A
0844276839;Veal - Insides Provini;100000;132;PL;fr;Category 1;TVA 20%;A
9288767827;Graham Cracker Mix;100000;143;ID;fr;Category 9;TVA 20%;A
7835931729;Nut - Hazelnut, Whole;100000;429;ID;fr;Category 9;TVA 20%;A
9150190369;Potatoes - Yukon Gold, 80 Ct;100000;346;TD;fr;Category 2;TVA 20%;A
8970583319;Chocolate - Pistoles, Lactee, Milk;100000;106;CN;fr;Category 2;TVA 20%;A
1124170669;Lotus Root;100000;116;CN;fr;Category 4;TVA 20%;A
5229270403;Beef - Rouladin, Sliced;100000;237;IR;fr;Category 1;TVA 20%;A
4264677130;Wine - Tio Pepe Sherry Fino;100000;304;ID;fr;Category 1;TVA 20%;A
7940278363;Coffee - Flavoured;100000;389;GP;fr;Category 5;TVA 20%;A
9054997257;Bread - Frozen Basket Variety;100000;43;FI;fr;Category 8;TVA 20%;A
0022505946;Mousse - Passion Fruit;100000;172;PE;fr;Category 5;TVA 20%;A
7184072960;Island Oasis - Lemonade;100000;377;ID;fr;Category 7;TVA 20%;A
2353392652;Pepper - Julienne, Frozen;100000;83;CN;fr;Category 5;TVA 20%;A
5698771413;Beans - Kidney, Red Dry;100000;466;DO;fr;Category 5;TVA 20%;A
1704652103;Beer - Molson Excel;100000;145;PH;fr;Category 3;TVA 20%;A
5800689547;Pastry - Chocolate Marble Tea;100000;170;CN;fr;Category 5;TVA 20%;A
4300629528;Brownies - Two Bite, Chocolate;100000;329;CL;fr;Category 8;TVA 20%;A
7546292182;Veal - Sweetbread;100000;258;UA;fr;Category 8;TVA 20%;A
2277196746;Pastry - Banana Tea Loaf;100000;442;RU;fr;Category 9;TVA 20%;A
4778602730;Lobster - Baby, Boiled;100000;401;CZ;fr;Category 7;TVA 20%;A
5893363108;Cookies Cereal Nut;100000;386;ES;fr;Category 9;TVA 20%;A
6430360741;Lamb - Shanks;100000;157;RS;fr;Category 6;TVA 20%;A
4270487259;Wine - Saint Emilion Calvet;100000;204;GR;fr;Category 9;TVA 20%;A
2409900267;Rum - Mount Gay Eclipes;100000;40;US;fr;Category 5;TVA 20%;A
1353270343;Wine - Two Oceans Sauvignon;100000;304;ID;fr;Category 9;TVA 20%;A
9191866006;Shrimp - Black Tiger 13/15;100000;90;TM;fr;Category 2;TVA 20%;A
8100023840;External Supplier;100000;118;RU;fr;Category 7;TVA 20%;A
2809551596;Cranberries - Dry;100000;142;NC;fr;Category 7;TVA 20%;A
0770773788;Sprouts - Brussel;100000;184;SE;fr;Category 0;TVA 20%;A
6159898396;Chivas Regal - 12 Year Old;100000;3;CN;fr;Category 7;TVA 20%;A
1141688662;Sea Urchin;100000;70;CN;fr;Category 8;TVA 20%;A
9455084139;Rice Wine - Aji Mirin;100000;23;SN;fr;Category 7;TVA 20%;A
8702041030;Dc Hikiage Hira Huba;100000;80;CN;fr;Category 5;TVA 20%;A
0634301772;Beef - Montreal Smoked Brisket;100000;275;CN;fr;Category 0;TVA 20%;A
5707742360;Juice - Mango;100000;158;ZW;fr;Category 0;TVA 20%;A
7489116783;Beef - Salted;100000;5;PT;fr;Category 1;TVA 20%;A
8110597963;Dome Lid Clear P92008h;100000;370;ID;fr;Category 0;TVA 20%;A
0867761741;Pork - Tenderloin, Fresh;100000;328;TJ;fr;Category 5;TVA 20%;A
1790746000;Butter Ripple - Phillips;100000;393;BR;fr;Category 3;TVA 20%;A
5764032636;Stock - Veal, White;100000;477;CN;fr;Category 8;TVA 20%;A
3233629214;Banana - Leaves;100000;41;US;fr;Category 6;TVA 20%;A
8560594000;Pork - Bones;100000;19;MM;fr;Category 1;TVA 20%;A
9665260316;Ecolab - Hand Soap Form Antibac;100000;360;PT;fr;Category 8;TVA 20%;A
3691582796;Pork Casing;100000;286;BB;fr;Category 3;TVA 20%;A
1538102994;Cheese - Colby;100000;330;ID;fr;Category 3;TVA 20%;A
9844927706;Wine - Casillero Deldiablo;100000;173;CZ;fr;Category 5;TVA 20%;A
8863475873;Bar Mix - Lime;100000;435;UA;fr;Category 6;TVA 20%;A
1277806462;Puree - Guava;100000;405;ZA;fr;Category 0;TVA 20%;A
0424540142;Beef - Cow Feet Split;100000;499;PE;fr;Category 5;TVA 20%;A
5425915799;Creme De Cacao White;100000;122;ID;fr;Category 7;TVA 20%;A
7405582370;Piping Jelly - All Colours;100000;173;MK;fr;Category 3;TVA 20%;A
6817697573;Appetizer - Escargot Puff;100000;187;CN;fr;Category 0;TVA 20%;A
0591709406;Gin - Gilbeys London, Dry;100000;118;PH;fr;Category 4;TVA 20%;A
