Product code;Product name;Quantity;Price;Divisions included;Language;Category;Taxes;Status
3651035158;Brandy Apricot;100000;269;US;fr;Category 1;TVA 20%;A
4597621385;Cheese - Ermite Bleu;100000;127;BR;fr;Category 8;TVA 20%;A
5683942233;Mushroom - Chanterelle Frozen;100000;56;RU;fr;Category 2;TVA 20%;A
6630900286;Nestea - Iced Tea;100000;74;PH;fr;Category 8;TVA 20%;A
9282171736;Filter - Coffee;100000;343;CZ;fr;Category 3;TVA 20%;A
5254292237;Water - Spring Water 500ml;100000;347;CN;fr;Category 2;TVA 20%;A
2384131966;Stock - Beef, Brown;100000;184;BI;fr;Category 6;TVA 20%;A
3926511753;Pie Filling - Pumpkin;100000;189;UA;fr;Category 8;TVA 20%;A
2600144102;Anisette - Mcguiness;100000;483;ID;fr;Category 3;TVA 20%;A
868629707;Onions - Cooking;100000;399;US;fr;Category 2;TVA 20%;A
4937387480;Juice - Cranberry, 341 Ml;100000;50;RU;fr;Category 4;TVA 20%;A
5758433594;Shrimp - 16/20, Peeled Deviened;100000;497;PT;fr;Category 5;TVA 20%;A
8716626079;Cut Wakame - Hanawakaba;100000;482;PL;fr;Category 9;TVA 20%;A
169587002;Beef - Tenderloin Tails;100000;94;CN;fr;Category 6;TVA 20%;A
6710661180;Cherries - Maraschino,jar;100000;467;CN;fr;Category 6;TVA 20%;A
3678398111;Pickles - Gherkins;100000;371;BR;fr;Category 0;TVA 20%;A
7268413246;Sausage - Breakfast;100000;134;SD;fr;Category 1;TVA 20%;A
941904806;Waffle Stix;100000;419;RU;fr;Category 7;TVA 20%;A
130599395;Trout - Rainbow, Fresh;100000;256;RU;fr;Category 2;TVA 20%;A
6921695891;Rice - Long Grain;100000;436;CN;fr;Category 9;TVA 20%;A
2539166504;Halibut - Steaks;100000;49;CN;fr;Category 0;TVA 20%;A
5998190602;Tomatoes Tear Drop;100000;479;SE;fr;Category 6;TVA 20%;A
9332210667;Oxtail - Cut;100000;27;MA;fr;Category 0;TVA 20%;A
5136582278;Sprouts - Pea;100000;138;MX;fr;Category 8;TVA 20%;A
2329659288;Juice - Lagoon Mango;100000;84;LK;fr;Category 6;TVA 20%;A
6132786007;Fish - Halibut, Cold Smoked;100000;431;CN;fr;Category 7;TVA 20%;A
7961672680;Beans - Black Bean, Dry;100000;139;ID;fr;Category 8;TVA 20%;A
3223915370;Island Oasis - Raspberry;100000;6;KE;fr;Category 2;TVA 20%;A
9377870690;Mix - Cappucino Cocktail;100000;170;RU;fr;Category 7;TVA 20%;A
1294575201;Sauce - Caesar Dressing;100000;328;ID;fr;Category 6;TVA 20%;A
6814407698;Kippers - Smoked;100000;74;ID;fr;Category 4;TVA 20%;A
6232535553;Venison - Striploin;100000;203;PE;fr;Category 0;TVA 20%;A
435026453;Pork - Tenderloin, Fresh;100000;66;ID;fr;Category 7;TVA 20%;A
8907615675;Cotton Wet Mop 16 Oz;100000;199;NO;fr;Category 1;TVA 20%;A
6392344551;Cup - 4oz Translucent;100000;343;CO;fr;Category 8;TVA 20%;A
8068600027;Cumin - Ground;100000;435;FR;fr;Category 9;TVA 20%;A
1201569214;Pie Shell - 5;100000;138;IE;fr;Category 7;TVA 20%;A
104831677;Graham Cracker Mix;100000;319;NC;fr;Category 7;TVA 20%;A
4334442560;Bacon Strip Precooked;100000;80;TH;fr;Category 0;TVA 20%;A
3013873078;Beef - Tenderloin - Aa;100000;370;CZ;fr;Category 1;TVA 20%;A
2486810498;Bread Fig And Almond;100000;146;CN;fr;Category 9;TVA 20%;A
4426296935;Tart Shells - Savory, 3;100000;448;TH;fr;Category 5;TVA 20%;A
4623746372;Olives - Black, Pitted;100000;12;PT;fr;Category 7;TVA 20%;A
145894002;Cookie - Dough Variety;100000;399;CN;fr;Category 6;TVA 20%;A
6237418156;Bread - Ciabatta Buns;100000;344;PL;fr;Category 3;TVA 20%;A
4501345195;Turkey - Ground. Lean;100000;94;VN;fr;Category 5;TVA 20%;A
9363737969;Cheese - Colby;100000;466;PH;fr;Category 3;TVA 20%;A
7615248434;Artichokes - Knobless, White;100000;473;NO;fr;Category 5;TVA 20%;A
1569457271;Carbonated Water - Cherry;100000;242;NL;fr;Category 5;TVA 20%;A
240495004;Cup - Paper 10oz 92959;100000;460;PH;fr;Category 5;TVA 20%;A
8560482679;Radish;100000;374;CA;fr;Category 8;TVA 20%;A
4735629483;Nantucket - 518ml;100000;244;CN;fr;Category 0;TVA 20%;A
7339108807;Swiss Chard - Red;100000;464;ID;fr;Category 6;TVA 20%;A
5774639622;Placemat - Scallop, White;100000;264;CN;fr;Category 4;TVA 20%;A
8600589037;Flour - Chickpea;100000;170;SE;fr;Category 5;TVA 20%;A
4841838406;Rum - White, Gg White;100000;74;ID;fr;Category 9;TVA 20%;A
9763112303;Wine - Marlbourough Sauv Blanc;100000;273;CN;fr;Category 2;TVA 20%;A
5921737100;Mangoes;100000;150;CN;fr;Category 7;TVA 20%;A
8184620071;Towels - Paper / Kraft;100000;402;CN;fr;Category 5;TVA 20%;A
4442423571;Oil - Food, Lacquer Spray;100000;57;CN;fr;Category 0;TVA 20%;A
4496952254;Shiro Miso;100000;473;NO;fr;Category 4;TVA 20%;A
4919757549;Turkey - Breast, Boneless Sk On;100000;236;PH;fr;Category 5;TVA 20%;A
5580745702;Beer - Guiness;100000;201;CU;fr;Category 2;TVA 20%;A
9521656220;Wine - Red, Antinori Santa;100000;430;MX;fr;Category 9;TVA 20%;A
4401452445;Plums - Red;100000;438;CN;fr;Category 4;TVA 20%;A
3934489427;Pastry - French Mini Assorted;100000;164;ID;fr;Category 1;TVA 20%;A
6490194031;Capicola - Hot;100000;346;BR;fr;Category 4;TVA 20%;A
3271940274;Chicken - Ground;100000;14;PK;fr;Category 1;TVA 20%;A
3132140252;Beer - Molson Excel;100000;428;HR;fr;Category 5;TVA 20%;A
2241107484;Pork - Shoulder;100000;55;PE;fr;Category 3;TVA 20%;A
9292498509;Pastry - Carrot Muffin - Mini;100000;35;MM;fr;Category 2;TVA 20%;A
7335638828;Soup Campbells Mexicali Tortilla;100000;244;TH;fr;Category 7;TVA 20%;A
3694599495;Oregano - Fresh;100000;387;FR;fr;Category 2;TVA 20%;A
1208184105;Pails With Lids;100000;103;CR;fr;Category 5;TVA 20%;A
4826000839;Flower - Commercial Bronze;100000;172;ID;fr;Category 6;TVA 20%;A
6527688075;Chocolate Eclairs;100000;175;ID;fr;Category 9;TVA 20%;A
1520851502;Ginger - Fresh;100000;396;PH;fr;Category 5;TVA 20%;A
3526417156;Garlic - Elephant;100000;426;PH;fr;Category 3;TVA 20%;A
6644630065;Muffin Batt - Ban Dream Zero;100000;98;TH;fr;Category 6;TVA 20%;A
4583618344;Bread - Corn Muffaleta Onion;100000;180;ID;fr;Category 9;TVA 20%;A
4682807536;Corn - On The Cob;100000;416;KE;fr;Category 8;TVA 20%;A
9050735878;Ecolab - Solid Fusion;100000;253;CN;fr;Category 7;TVA 20%;A
7083205132;Cheese - Oka;100000;67;RU;fr;Category 5;TVA 20%;A
3773277431;Cardamon Seed / Pod;100000;265;RU;fr;Category 7;TVA 20%;A
9478738410;Apple - Delicious, Red;100000;396;JP;fr;Category 5;TVA 20%;A
1642725498;Wine - Riesling Dr. Pauly;100000;197;RU;fr;Category 3;TVA 20%;A
9992802472;Creme De Menthe Green;100000;411;ID;fr;Category 0;TVA 20%;A
7958985347;Gelatine Powder;100000;76;CN;fr;Category 0;TVA 20%;A
9092280852;Sesame Seed;100000;96;CZ;fr;Category 4;TVA 20%;A
1944274847;Juice - Orange, Concentrate;100000;498;PL;fr;Category 5;TVA 20%;A
5628340464;Wine - Red, Lurton Merlot De;100000;426;RU;fr;Category 3;TVA 20%;A
281848874;Wine - Bourgogne 2002, La;100000;267;SE;fr;Category 6;TVA 20%;A
7936114467;Zucchini - Green;100000;61;BR;fr;Category 2;TVA 20%;A
9675014288;Tomato - Peeled Italian Canned;100000;50;CN;fr;Category 6;TVA 20%;A
2674064870;Turnip - White;100000;106;BR;fr;Category 2;TVA 20%;A
6205818094;Tofu - Soft;100000;139;SE;fr;Category 5;TVA 20%;A
268963916;Cake - Lemon Chiffon;100000;73;SE;fr;Category 7;TVA 20%;A
3381665790;Bread - Pita;100000;381;ID;fr;Category 9;TVA 20%;A
5091044175;Cheese Cloth No 60;100000;45;CN;fr;Category 1;TVA 20%;A
3105724648;Energy Drink - Redbull 355ml;100000;49;CO;fr;Category 3;TVA 20%;A
8431751657;Bread - Focaccia Quarter;100000;11;RU;fr;Category 4;TVA 20%;A
7971384726;Appetizer - Cheese Bites;100000;285;CN;fr;Category 5;TVA 20%;A
5817952823;Tarragon - Primerba, Paste;100000;339;ID;fr;Category 1;TVA 20%;A
8660551613;Cheese - Gouda Smoked;100000;110;AF;fr;Category 4;TVA 20%;A
8384556172;Ecolab - Ster Bac;100000;314;RU;fr;Category 8;TVA 20%;A
4152855150;Liqueur Banana, Ramazzotti;100000;44;CA;fr;Category 7;TVA 20%;A
392999420;Extract - Raspberry;100000;36;KR;fr;Category 8;TVA 20%;A
6171609374;Pasta - Lasagne, Fresh;100000;401;BY;fr;Category 1;TVA 20%;A
7107266489;Chocolate - Semi Sweet, Calets;100000;78;CN;fr;Category 4;TVA 20%;A
5457354288;Halibut - Whole, Fresh;100000;72;CN;fr;Category 2;TVA 20%;A
1141243601;Carrots - Mini Red Organic;100000;354;ID;fr;Category 1;TVA 20%;A
8429003010;Wine - Vouvray Cuvee Domaine;100000;406;SE;fr;Category 9;TVA 20%;A
1173468706;Wine - Cava Aria Estate Brut;100000;448;CN;fr;Category 0;TVA 20%;A
8889566132;Chocolate Bar - Reese Pieces;100000;180;CN;fr;Category 8;TVA 20%;A
1321706995;Smoked Paprika;100000;95;TH;fr;Category 3;TVA 20%;A
6745957388;Duck - Fat;100000;429;US;fr;Category 7;TVA 20%;A
1602596255;Puree - Kiwi;100000;25;CN;fr;Category 3;TVA 20%;A
3677451;Mix - Cocktail Ice Cream;100000;490;ID;fr;Category 0;TVA 20%;A
4790044599;Soupcontfoam16oz 116con;100000;293;PH;fr;Category 5;TVA 20%;A
9701550447;Bread - Bagels, Mini;100000;275;YE;fr;Category 0;TVA 20%;A
9755956247;Chocolate - Milk;100000;441;CN;fr;Category 6;TVA 20%;A
6885018910;Flour - Semolina;100000;353;PR;fr;Category 0;TVA 20%;A
5310787380;Bread - Sour Sticks With Onion;100000;340;CN;fr;Category 6;TVA 20%;A
5566746527;Salt - Sea;100000;128;CN;fr;Category 8;TVA 20%;A
4917695724;Salmon - Atlantic, Skin On;100000;233;CN;fr;Category 4;TVA 20%;A
1349990906;Carroway Seed;100000;149;BR;fr;Category 3;TVA 20%;A
8729501547;Peas Snow;100000;313;PL;fr;Category 7;TVA 20%;A
5547629383;Cheese - Victor Et Berthold;100000;347;AF;fr;Category 3;TVA 20%;A
1277027994;Yams;100000;255;CN;fr;Category 6;TVA 20%;A
5691121936;Wine - Lamancha Do Crianza;100000;180;GR;fr;Category 4;TVA 20%;A
9874660422;Pear - Packum;100000;365;JP;fr;Category 4;TVA 20%;A
8442064591;Bar Bran Honey Nut;100000;271;NG;fr;Category 6;TVA 20%;A
4349270922;Vinegar - Balsamic;100000;378;CN;fr;Category 8;TVA 20%;A
5104625389;Pork - Suckling Pig;100000;463;CN;fr;Category 9;TVA 20%;A
458614165;Wine - Ice Wine;100000;467;RU;fr;Category 4;TVA 20%;A
8722475591;Juice - Lime;100000;396;CN;fr;Category 0;TVA 20%;A
41384504;Pork - Side Ribs;100000;305;ID;fr;Category 3;TVA 20%;A
3167375981;Soupcontfoam16oz 116con;100000;253;BR;fr;Category 5;TVA 20%;A
7822157159;Pasta - Fusili Tri - Coloured;100000;141;PH;fr;Category 0;TVA 20%;A
1834643511;Chicken - Soup Base;100000;176;TJ;fr;Category 1;TVA 20%;A
7331115804;Pasta - Bauletti, Chicken White;100000;257;AR;fr;Category 1;TVA 20%;A
9867389506;Wine - Lou Black Shiraz;100000;38;BR;fr;Category 0;TVA 20%;A
1737234262;Quail - Jumbo;100000;494;PH;fr;Category 2;TVA 20%;A
427060443;Creme De Banane - Marie;100000;31;PH;fr;Category 2;TVA 20%;A
785014799;Mousse - Banana Chocolate;100000;333;CN;fr;Category 5;TVA 20%;A
687579929;Bread Crumbs - Panko;100000;138;PL;fr;Category 2;TVA 20%;A
3363046642;Cabbage - Nappa;100000;331;ET;fr;Category 8;TVA 20%;A
8074832805;Clams - Littleneck, Whole;100000;124;PL;fr;Category 5;TVA 20%;A
8611181158;Pike - Frozen Fillet;100000;360;TN;fr;Category 8;TVA 20%;A
7646712124;Lettuce - Lolla Rosa;100000;469;ID;fr;Category 4;TVA 20%;A
8530909879;Cactus Pads;100000;330;ID;fr;Category 9;TVA 20%;A
1961424371;Veal - Bones;100000;490;CN;fr;Category 5;TVA 20%;A
4793101607;Wonton Wrappers;100000;208;UA;fr;Category 5;TVA 20%;A
614742218;Syrup - Monin, Swiss Choclate;100000;15;CN;fr;Category 8;TVA 20%;A
5117545974;Cheese - Swiss;100000;410;BO;fr;Category 3;TVA 20%;A
1228802300;Wine - Pinot Noir Pond Haddock;100000;272;AF;fr;Category 4;TVA 20%;A
7566821431;Squash - Acorn;100000;279;FR;fr;Category 8;TVA 20%;A
8189073710;V8 - Berry Blend;100000;155;RU;fr;Category 0;TVA 20%;A
7212884170;Bagel - Sesame Seed Presliced;100000;310;CN;fr;Category 9;TVA 20%;A
150474261;Scallops - Live In Shell;100000;69;CN;fr;Category 4;TVA 20%;A
1646076680;Juice - Orange, Concentrate;100000;25;CN;fr;Category 0;TVA 20%;A
8018447233;Pineapple - Golden;100000;221;NZ;fr;Category 2;TVA 20%;A
9830130517;Hagen Daza - Dk Choocolate;100000;465;AR;fr;Category 8;TVA 20%;A
1943669686;Cleaner - Comet;100000;36;BY;fr;Category 6;TVA 20%;A
4583478208;Wine - Magnotta, Merlot Sr Vqa;100000;63;BW;fr;Category 2;TVA 20%;A
4010025395;Soup - Campbells, Lentil;100000;242;RU;fr;Category 9;TVA 20%;A
2495424961;Lettuce - Red Leaf;100000;472;RS;fr;Category 0;TVA 20%;A
8245602574;Cake - Sheet Strawberry;100000;96;NC;fr;Category 4;TVA 20%;A
5126693603;Thyme - Dried;100000;52;CA;fr;Category 2;TVA 20%;A
94137544;Extract Vanilla Pure;100000;210;SE;fr;Category 0;TVA 20%;A
7840682111;Juice - Prune;100000;123;KH;fr;Category 1;TVA 20%;A
5249421725;Shrimp - 16/20, Peeled Deviened;100000;358;CZ;fr;Category 9;TVA 20%;A
1905699298;Island Oasis - Lemonade;100000;147;KW;fr;Category 2;TVA 20%;A
6338369312;Wine - Alicanca Vinho Verde;100000;56;CI;fr;Category 2;TVA 20%;A
3212202866;Bread - Rye;100000;126;ID;fr;Category 5;TVA 20%;A
6963141479;Wine - White, Riesling, Henry Of;100000;13;ID;fr;Category 3;TVA 20%;A
8811774446;Ginger - Ground;100000;176;CZ;fr;Category 1;TVA 20%;A
3737013241;Tuna - Loin;100000;121;ID;fr;Category 6;TVA 20%;A
9528763405;Soup - Chicken And Wild Rice;100000;424;ID;fr;Category 8;TVA 20%;A
4420141808;Pastry - Plain Baked Croissant;100000;466;PH;fr;Category 5;TVA 20%;A
7005441222;Shiro Miso;100000;471;CN;fr;Category 4;TVA 20%;A
3802950720;Fuji Apples;100000;179;CN;fr;Category 5;TVA 20%;A
6324911977;Table Cloth 54x54 White;100000;186;ID;fr;Category 9;TVA 20%;A
3685661817;Carroway Seed;100000;382;ID;fr;Category 3;TVA 20%;A
2411560044;Bread - Sticks, Thin, Plain;100000;411;ID;fr;Category 2;TVA 20%;A
7160975197;Ginger - Pickled;100000;52;ID;fr;Category 1;TVA 20%;A
3277713202;Southern Comfort;100000;272;CN;fr;Category 1;TVA 20%;A
8266948674;Shallots;100000;152;PL;fr;Category 2;TVA 20%;A
1460749308;Crab - Dungeness, Whole;100000;52;IE;fr;Category 9;TVA 20%;A
2207192083;Cookies - Fortune;100000;31;MW;fr;Category 6;TVA 20%;A
6610517266;Beef Cheek Fresh;100000;33;FI;fr;Category 6;TVA 20%;A
8149423338;Cheese - Havarti, Salsa;100000;67;ID;fr;Category 5;TVA 20%;A
5619032760;Bananas;100000;53;PL;fr;Category 8;TVA 20%;A
1051146631;Cumin - Whole;100000;235;AR;fr;Category 5;TVA 20%;A
9934717492;Longos - Burritos;100000;214;ID;fr;Category 5;TVA 20%;A
2929239921;Towels - Paper / Kraft;100000;217;RU;fr;Category 7;TVA 20%;A
6842512980;Pork - Backs - Boneless;100000;353;ZA;fr;Category 7;TVA 20%;A
1989779352;Juice - Pineapple, 341 Ml;100000;460;GR;fr;Category 8;TVA 20%;A
5294495287;Cornstarch;100000;62;BR;fr;Category 9;TVA 20%;A
515666181;Schnappes - Peach, Walkers;100000;490;RU;fr;Category 2;TVA 20%;A
5697161395;Liquid Aminios Acid - Braggs;100000;64;FR;fr;Category 8;TVA 20%;A
3624738933;Quail - Whole, Boneless;100000;352;PH;fr;Category 3;TVA 20%;A
4633876643;Remy Red Berry Infusion;100000;5;BH;fr;Category 3;TVA 20%;A
7793873408;Coffee - Almond Amaretto;100000;425;CN;fr;Category 2;TVA 20%;A
8467890770;Bread Base - Gold Formel;100000;442;NO;fr;Category 7;TVA 20%;A
4008742026;Sauce - Black Current, Dry Mix;100000;151;PH;fr;Category 6;TVA 20%;A
9481297721;Swordfish Loin Portions;100000;422;ID;fr;Category 0;TVA 20%;A
2967360864;Pomegranates;100000;199;CN;fr;Category 6;TVA 20%;A
2963888708;Chef Hat 20cm;100000;146;CN;fr;Category 9;TVA 20%;A
4655068353;Chinese Foods - Chicken Wing;100000;324;RU;fr;Category 4;TVA 20%;A
3755535483;Pie Box - Cello Window 2.5;100000;485;MU;fr;Category 5;TVA 20%;A
2893945821;Roe - Lump Fish, Red;100000;244;SY;fr;Category 3;TVA 20%;A
1144616492;Lettuce - Red Leaf;100000;29;RS;fr;Category 8;TVA 20%;A
2212723962;Wood Chips - Regular;100000;200;BY;fr;Category 9;TVA 20%;A
7169559315;Wine - White, Pelee Island;100000;93;RW;fr;Category 4;TVA 20%;A
5729280602;Wine - Red, Mosaic Zweigelt;100000;215;CN;fr;Category 9;TVA 20%;A
939134527;Energy Drink - Franks Pineapple;100000;476;ID;fr;Category 3;TVA 20%;A
9250750609;Sauce - Roasted Red Pepper;100000;70;CN;fr;Category 6;TVA 20%;A
7713754547;Pork - Chop, Frenched;100000;444;ID;fr;Category 2;TVA 20%;A
6636740973;Truffle Cups - Brown;100000;168;PT;fr;Category 0;TVA 20%;A
5637934886;Tahini Paste;100000;387;ID;fr;Category 7;TVA 20%;A
4234413879;Oil - Truffle, White;100000;435;FO;fr;Category 4;TVA 20%;A
3257574231;Vaccum Bag - 14x20;100000;374;CN;fr;Category 6;TVA 20%;A
9437026904;Oil - Peanut;100000;432;US;fr;Category 5;TVA 20%;A
7130618655;Tomatoes - Vine Ripe, Red;100000;58;RU;fr;Category 9;TVA 20%;A
8301007532;Juice - Orange;100000;247;AR;fr;Category 6;TVA 20%;A
3705924893;Appetizer - Mango Chevre;100000;414;PH;fr;Category 9;TVA 20%;A
9331543522;Table Cloth 90x90 White;100000;353;RU;fr;Category 9;TVA 20%;A
8965064473;Soup - Campbells, Lentil;100000;148;VN;fr;Category 7;TVA 20%;A
4619697052;Cup Translucent 9 Oz;100000;475;CN;fr;Category 6;TVA 20%;A
6731244430;Bananas;100000;471;PT;fr;Category 8;TVA 20%;A
6312209725;Napkin - Beverage 1 Ply;100000;35;BR;fr;Category 3;TVA 20%;A
9812809627;Wine - White, Mosel Gold;100000;205;VN;fr;Category 3;TVA 20%;A
5713106713;Squid - Tubes / Tenticles 10/20;100000;55;PH;fr;Category 3;TVA 20%;A
3972794878;Bag - Bread, White, Plain;100000;183;FI;fr;Category 9;TVA 20%;A
2023832756;Pie Box - Cello Window 2.5;100000;329;CN;fr;Category 9;TVA 20%;A
3406521401;Wine - White, Riesling, Semi - Dry;100000;379;CO;fr;Category 5;TVA 20%;A
1267487135;Guava;100000;295;AM;fr;Category 6;TVA 20%;A
5634181895;Lettuce - Lambs Mash;100000;85;CF;fr;Category 0;TVA 20%;A
2647908532;Zucchini - Green;100000;475;PH;fr;Category 0;TVA 20%;A
5034024659;Lemonade - Natural, 591 Ml;100000;325;MN;fr;Category 2;TVA 20%;A
2724580885;Bacon Strip Precooked;100000;339;TN;fr;Category 6;TVA 20%;A
8237827465;Scallops - U - 10;100000;20;CN;fr;Category 0;TVA 20%;A
8651465203;Bread - French Stick;100000;183;CN;fr;Category 0;TVA 20%;A
168681501;Yoghurt Tubes;100000;406;MX;fr;Category 1;TVA 20%;A
2483925952;Chivas Regal - 12 Year Old;100000;411;CZ;fr;Category 2;TVA 20%;A
7495727241;Flower - Leather Leaf Fern;100000;70;PL;fr;Category 9;TVA 20%;A
7394957454;Bread - Granary Small Pull;100000;65;IQ;fr;Category 7;TVA 20%;A
9524238403;Vinegar - Sherry;100000;60;DE;fr;Category 9;TVA 20%;A
4655210192;Mushroom Morel Fresh;100000;61;ID;fr;Category 2;TVA 20%;A
5408946355;Garbage Bag - Clear;100000;152;MN;fr;Category 2;TVA 20%;A
1484201779;Fiddlehead - Frozen;100000;199;BH;fr;Category 1;TVA 20%;A
2675109517;Wine - Tribal Sauvignon;100000;346;CN;fr;Category 8;TVA 20%;A
4596817669;Veal - Slab Bacon;100000;119;ID;fr;Category 9;TVA 20%;A
9285687598;Juice - Propel Sport;100000;210;CO;fr;Category 8;TVA 20%;A
9119732422;Cookie Dough - Oatmeal Rasin;100000;483;VC;fr;Category 0;TVA 20%;A
594604273;Soup - Campbells Beef Stew;100000;167;HR;fr;Category 9;TVA 20%;A
5912605450;Wine - Chardonnay South;100000;462;SE;fr;Category 6;TVA 20%;A
4965269667;Momiji Oroshi Chili Sauce;100000;57;DK;fr;Category 0;TVA 20%;A
9133442355;Garam Marsala;100000;446;MN;fr;Category 6;TVA 20%;A
8681402021;Beef - Bresaola;100000;3;FI;fr;Category 4;TVA 20%;A
7511063799;Pomegranates;100000;457;JP;fr;Category 5;TVA 20%;A
2337983749;Pork - Smoked Kassler;100000;263;AF;fr;Category 6;TVA 20%;A
9400930968;Scrubbie - Scotchbrite Hand Pad;100000;19;VN;fr;Category 7;TVA 20%;A
8049034453;Cookie Trail Mix;100000;316;LY;fr;Category 0;TVA 20%;A
4132109089;Foam Tray S2;100000;180;SI;fr;Category 5;TVA 20%;A
6121725079;Dried Apple;100000;426;BR;fr;Category 2;TVA 20%;A
6609044961;Soup - Cream Of Potato / Leek;100000;125;SN;fr;Category 1;TVA 20%;A
1449368808;Muffins - Assorted;100000;232;IE;fr;Category 8;TVA 20%;A
5278660171;Butter - Unsalted;100000;489;RU;fr;Category 5;TVA 20%;A
2821802250;Cabbage Roll;100000;487;SE;fr;Category 3;TVA 20%;A
2521548413;Wine - Baron De Rothschild;100000;244;CN;fr;Category 9;TVA 20%;A
6807309554;Pastry - Choclate Baked;100000;222;CN;fr;Category 4;TVA 20%;A
5664221984;Beef - Rouladin, Sliced;100000;396;JP;fr;Category 5;TVA 20%;A
6878107504;Tia Maria;100000;47;KE;fr;Category 8;TVA 20%;A
7159389646;Soup - Campbells Mushroom;100000;194;CO;fr;Category 4;TVA 20%;A
1585364711;Cheese - Parmesan Cubes;100000;404;RU;fr;Category 1;TVA 20%;A
9915286651;Cheese - Parmesan Cubes;100000;79;MX;fr;Category 2;TVA 20%;A
7916395509;Cheese - Feta;100000;81;NO;fr;Category 9;TVA 20%;A
6050339554;Lid - 16 Oz And 32 Oz;100000;203;MN;fr;Category 5;TVA 20%;A
6321540846;Arizona - Plum Green Tea;100000;158;ID;fr;Category 4;TVA 20%;A
5620788660;Energy Drink;100000;257;ID;fr;Category 8;TVA 20%;A
8210916483;Soup - Campbells;100000;401;JP;fr;Category 3;TVA 20%;A
7727253138;Salmon Steak - Cohoe 8 Oz;100000;104;CN;fr;Category 2;TVA 20%;A
