Product code;Language;Price;Crossed out Price;Company id;Combination
4274862091;fr;202.00;1044.00;1;test import prices ans stocks: option 1
4035360160;fr;203.00;1045.00;1;test import prices ans stocks: option 2
3795858229;fr;204.00;1046.00;1;test import prices ans stocks: option 3
3556356298;fr;205.00;1047.00;1;test import prices ans stocks: option 4
3316854367;fr;206.00;1048.00;1;test import prices ans stocks: option 5
2837850504;fr;207.00;1049.00;1;test import prices ans stocks: option 7
3077352435;fr;208.00;1050.00;1;test import prices ans stocks: option 6
2358846642;fr;209.00;1051.00;1;
2598348573;fr;210.00;1052.00;1;test import prices ans stocks: option 8
2119344711;fr;211.00;1053.00;1;
1879842780;fr;212.00;1054.00;1;test import prices ans stocks: option 1
1640340848;fr;213.00;1055.00;1;test import prices ans stocks: option 2
1161336986;fr;200.00;1056.00;1;test import prices ans stocks: option 4
1400838917;fr;201.00;1057.00;1;test import prices ans stocks: option 3
921835054,9;fr;202.00;1058.00;1;test import prices ans stocks: option 5
682333123,8;fr;203.00;1059.00;1;test import prices ans stocks: option 6
442831192,6;fr;204.00;1060.00;1;test import prices ans stocks: option 7
203329261,5;fr;205.00;1061.00;1;test import prices ans stocks: option 8
"	-36172669,71";fr;0.00;0.00;1;
"	-275674600,9";fr;0.00;0.00;1;
"	-515176532";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-754678463,2";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-994180394,4";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-1233682326";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-1473184257";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-1712686188";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-1952188119";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-2191690050";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-2431191981";fr;0.00;0.00;1;
"	-2670693913";fr;0.00;0.00;1;
"	-2910195844";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-3149697775";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-3389199706";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-3628701637";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-3868203568";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-4107705499";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-4347207431";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-4586709362";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-4826211293";fr;0.00;0.00;1;
"	-5065713224";fr;0.00;0.00;1;
"	-5305215155";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-5544717086";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-5784219018";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-6023720949";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-6263222880";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-6502724811";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-6742226742";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-6981728673";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-7221230605";fr;0.00;0.00;1;
"	-7460732536";fr;0.00;0.00;1;
"	-7700234467";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-7939736398";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-8179238329";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-8418740260";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-8658242192";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-8897744123";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-9137246054";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-9376747985";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-9616249916";fr;0.00;0.00;1;
"	-9855751847";fr;0.00;0.00;1;
"	-10095253779";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-10334755710";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-10574257641";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-10813759572";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-11053261503";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-11292763434";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-11532265366";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-11771767297";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-12011269228";fr;0.00;0.00;1;
"	-12250771159";fr;0.00;0.00;1;
"	-12490273090";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-12729775021";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-12969276953";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-13208778884";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-13448280815";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-13687782746";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-13927284677";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-14166786608";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-14406288540";fr;0.00;0.00;1;
"	-14645790471";fr;0.00;0.00;1;
"	-14885292402";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-15124794333";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-15364296264";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-15603798195";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-15843300127";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-16082802058";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-16322303989";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-16561805920";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-16801307851";fr;0.00;0.00;1;
"	-17040809782";fr;0.00;0.00;1;
"	-17280311713";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-17519813645";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-17759315576";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-17998817507";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-18238319438";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-18477821369";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-18717323300";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-18956825232";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-19196327163";fr;0.00;0.00;1;
"	-19435829094";fr;0.00;0.00;1;
"	-19675331025";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-19914832956";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-20154334887";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-20393836819";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-20633338750";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-20872840681";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-21112342612";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-21351844543";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-21591346474";fr;0.00;0.00;1;
"	-21830848406";fr;0.00;0.00;1;
"	-22070350337";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-22309852268";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-22788856130";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-22549354199";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-23028358061";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-23267859993";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-23507361924";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-23746863855";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-23986365786";fr;0.00;0.00;1;
"	-24225867717";fr;0.00;0.00;1;
"	-24465369648";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-24704871580";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-24944373511";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-25183875442";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-25423377373";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-25662879304";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-25902381235";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-26141883167";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-26381385098";fr;0.00;0.00;1;
"	-26620887029";fr;0.00;0.00;1;
"	-26860388960";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-27099890891";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-27339392822";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-27578894754";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-27818396685";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-28057898616";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-28297400547";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-28536902478";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-28776404409";fr;0.00;0.00;1;
"	-29015906341";fr;0.00;0.00;1;
"	-29255408272";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-29494910203";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-29734412134";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-29973914065";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-30213415996";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-30452917927";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-30692419859";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-30931921790";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-31171423721";fr;0.00;0.00;1;
"	-31410925652";fr;0.00;0.00;1;
"	-31650427583";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-31889929514";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-32129431446";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-32368933377";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-32608435308";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-32847937239";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-33087439170";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-33326941101";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-33566443033";fr;0.00;0.00;1;
"	-33805944964";fr;0.00;0.00;1;
"	-34045446895";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-34284948826";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-34524450757";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-34763952688";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-35003454620";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-35242956551";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-35482458482";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-35721960413";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-35961462344";fr;0.00;0.00;1;
"	-36200964275";fr;0.00;0.00;1;
"	-36440466207";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-36679968138";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-36919470069";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-37158972000";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-37398473931";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-37637975862";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-37877477794";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-38116979725";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-38356481656";fr;0.00;0.00;1;
"	-38595983587";fr;0.00;0.00;1;
"	-38835485518";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-39074987449";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-39314489381";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-39553991312";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-39793493243";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-40032995174";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-40272497105";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-40511999036";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-40751500968";fr;0.00;0.00;1;
"	-40991002899";fr;0.00;0.00;1;
"	-41230504830";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-41470006761";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-41709508692";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-41949010623";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-42188512555";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-42428014486";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-42667516417";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-42907018348";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-43146520279";fr;0.00;0.00;1;
"	-43386022210";fr;0.00;0.00;1;
"	-43625524141";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-43865026073";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-44104528004";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-44344029935";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-44583531866";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-44823033797";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-45062535728";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-45302037660";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-45541539591";fr;0.00;0.00;1;
"	-45781041522";fr;0.00;0.00;1;
"	-46020543453";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-46260045384";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-46499547315";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-46739049247";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-46978551178";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-47218053109";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-47457555040";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-47697056971";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-47936558902";fr;0.00;0.00;1;
"	-48176060834";fr;0.00;0.00;1;
"	-48415562765";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-48655064696";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-48894566627";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-49134068558";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-49373570489";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-49613072421";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-50092076283";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-49852574352";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-50331578214";fr;0.00;0.00;1;
"	-50571080145";fr;0.00;0.00;1;
"	-51050084008";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-50810582076";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-51289585939";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-51529087870";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-51768589801";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-52008091732";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-52247593663";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-52487095595";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-52726597526";fr;0.00;0.00;1;
"	-52966099457";fr;0.00;0.00;1;
"	-53205601388";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-53445103319";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-53684605250";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-53924107182";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-54163609113";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-54403111044";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-54642612975";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-54882114906";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-55121616837";fr;0.00;0.00;1;
"	-55361118769";fr;0.00;0.00;1;
"	-55600620700";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-55840122631";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-56319126493";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-56079624562";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-56558628424";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-56798130355";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-57037632287";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-57277134218";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-57516636149";fr;0.00;0.00;1;
"	-57756138080";fr;0.00;0.00;1;
"	-57995640011";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-58235141942";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-58474643874";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-58714145805";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-58953647736";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-59193149667";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-59432651598";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-59672153529";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-59911655461";fr;0.00;0.00;1;
"	-60151157392";fr;0.00;0.00;1;
"	-60390659323";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-60630161254";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-60869663185";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-61109165116";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-61348667048";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-61588168979";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-61827670910";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-62067172841";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-62306674772";fr;0.00;0.00;1;
"	-62546176703";fr;0.00;0.00;1;
"	-62785678635";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-63025180566";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-63264682497";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-63504184428";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-63743686359";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-63983188290";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-64222690222";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-64462192153";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-64701694084";fr;0.00;0.00;1;
"	-64941196015";fr;0.00;0.00;1;
"	-65180697946";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-65420199877";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-65659701809";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-65899203740";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-66378207602";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-66138705671";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-66617709533";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-66857211464";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-67096713396";fr;0.00;0.00;1;
"	-67336215327";fr;0.00;0.00;1;
"	-67575717258";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-67815219189";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-68054721120";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-68294223051";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-68533724983";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-68773226914";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-69012728845";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-69252230776";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-69491732707";fr;0.00;0.00;1;
"	-69731234638";fr;0.00;0.00;1;
"	-69970736569";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-70210238501";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-70449740432";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-70689242363";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-70928744294";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-71168246225";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-71407748156";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-71647250088";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-71886752019";fr;0.00;0.00;1;
"	-72126253950";fr;0.00;0.00;1;
"	-72365755881";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-72605257812";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-72844759743";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-73084261675";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-73563265537";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-73323763606";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-74042269399";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-73802767468";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-74281771330";fr;0.00;0.00;1;
"	-74521273262";fr;0.00;0.00;1;
"	-74760775193";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-75000277124";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-75239779055";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-75479280986";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-75718782917";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-75958284849";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-76197786780";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-76437288711";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-76676790642";fr;0.00;0.00;1;
"	-76916292573";fr;0.00;0.00;1;
"	-77155794504";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-77395296436";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-77634798367";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-77874300298";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-78113802229";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-78353304160";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-78592806091";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-78832308023";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-79071809954";fr;0.00;0.00;1;
"	-79311311885";fr;0.00;0.00;1;
"	-79550813816";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-79790315747";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-80029817678";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-80269319610";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-80508821541";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-80748323472";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-80987825403";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-81227327334";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-81466829265";fr;0.00;0.00;1;
"	-81706331197";fr;0.00;0.00;1;
"	-81945833128";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-82185335059";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-82424836990";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-82664338921";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-82903840852";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-83143342783";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-83382844715";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-83622346646";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-83861848577";fr;0.00;0.00;1;
"	-84101350508";fr;0.00;0.00;1;
"	-84340852439";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-84580354370";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-84819856302";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-85059358233";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-85298860164";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-85538362095";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-85777864026";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-86017365957";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-86256867889";fr;0.00;0.00;1;
"	-86496369820";fr;0.00;0.00;1;
"	-86735871751";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-86975373682";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-87214875613";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-87454377544";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-87693879476";fr;11.00;0.00;1;test import prices ans stocks: option 5
"	-87933381407";fr;0.00;0.00;1;test import prices ans stocks: option 6
"	-88172883338";fr;11.00;0.00;1;test import prices ans stocks: option 7
"	-88412385269";fr;11.00;0.00;1;test import prices ans stocks: option 8
"	-88651887200";fr;0.00;0.00;1;
"	-88891389131";fr;0.00;0.00;1;
"	-89130891063";fr;30.00;0.00;1;test import prices ans stocks: option 1
"	-89370392994";fr;11.00;0.00;1;test import prices ans stocks: option 2
"	-89609894925";fr;11.00;0.00;1;test import prices ans stocks: option 3
"	-89849396856";fr;11.00;0.00;1;test import prices ans stocks: option 4
"	-90088898787";fr;11.00;0.00;1;test import prices ans stocks: option 5
