Product code;Language;Category;Price;Weight;Quantity;Downloadable;Product name;Description;Taxes;Features;Short description;Status;Company id;Supplier Ref
1477557970;fr;Category 7;189.00;0.00;100000;N;Soup - Base Broth Chix;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1484201779;fr;Category 1;199.00;0.00;100000;N;Fiddlehead - Frozen;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
150474261;fr;Category 4;69.00;0.00;100000;N;Scallops - Live In Shell;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1506169880;fr;Category 8;114.00;0.00;100000;N;Plaintain;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1520851502;fr;Category 5;396.00;0.00;100000;N;Ginger - Fresh;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1524119547;fr;Category 8;285.00;0.00;100000;N;Pail - 15l White, With Handle;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1531499252;fr;Category 6;63.00;0.00;100000;N;Corn - On The Cob;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1547270829;fr;Category 7;381.00;0.00;100000;N;Bread - Roll, Whole Wheat;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
156216078;fr;Category 9;253.00;0.00;100000;N;Shrimp - 150 - 250;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1569457271;fr;Category 5;242.00;0.00;100000;N;Carbonated Water - Cherry;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1574297651;fr;Category 0;7.00;0.00;100000;N;Hinge W Undercut;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1585364711;fr;Category 1;404.00;0.00;100000;N;Cheese - Parmesan Cubes;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1602596255;fr;Category 3;25.00;0.00;100000;N;Puree - Kiwi;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1642725498;fr;Category 3;197.00;0.00;100000;N;Wine - Riesling Dr. Pauly;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1646076680;fr;Category 0;25.00;0.00;100000;N;Juice - Orange, Concentrate;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1656649519;fr;Category 0;471.00;0.00;100000;N;Cheese - Stilton;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1665357843;fr;Category 2;161.00;0.00;100000;N;Wine - Niagara Peninsula Vqa;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
168681501;fr;Category 1;406.00;0.00;100000;N;Yoghurt Tubes;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1690934263;fr;Category 8;68.00;0.00;100000;N;Vinegar - White Wine;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
169587002;fr;Category 6;94.00;0.00;100000;N;Beef - Tenderloin Tails;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1715451635;fr;Category 8;428.00;0.00;100000;N;Scallops - 20/30;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1726955834;fr;Category 0;265.00;0.00;100000;N;Wine - Pinot Noir Latour;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1737234262;fr;Category 2;494.00;0.00;100000;N;Quail - Jumbo;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
175008787;fr;Category 5;313.00;0.00;100000;N;Muffin - Zero Transfat;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
176808531;fr;Category 5;454.00;0.00;100000;N;Soup - French Can Pea;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1781002886;fr;Category 4;450.00;0.00;100000;N;Bread - Mini Hamburger Bun;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1785072439;fr;Category 9;76.00;0.00;100000;N;Pasta - Shells, Medium, Dry;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1810167558;fr;Category 2;252.00;0.00;100000;N;Chip - Potato Dill Pickle;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1811065287;fr;Category 7;396.00;0.00;100000;N;Pasta - Agnolotti - Butternut;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
181196891;fr;Category 8;396.00;0.00;100000;N;Flower - Commercial Spider;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1820047148;fr;Category 2;139.00;0.00;100000;N;Sea Bass - Fillets;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1834643511;fr;Category 1;176.00;0.00;100000;N;Chicken - Soup Base;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1835574114;fr;Category 7;78.00;0.00;100000;N;Carbonated Water - Orange;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1847050786;fr;Category 0;362.00;0.00;100000;N;Dried Cherries;;TVA 20%;Attribut 1: Choix 1;;A;1;DEF
1855587084;fr;Category 4;173.00;0.00;100000;N;Chicken - Whole Roasting;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1857250869;fr;Category 2;78.00;0.00;100000;N;Cheese - Ermite Bleu;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1868422151;fr;Category 2;317.00;0.00;100000;N;Spinach - Frozen;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1892089629;fr;Category 5;74.00;0.00;100000;N;Bread - Rye;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1899676775;fr;Category 8;447.00;0.00;100000;N;Turkey - Breast, Double;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1905699298;fr;Category 2;147.00;0.00;100000;N;Island Oasis - Lemonade;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1909820415;fr;Category 4;270.00;0.00;100000;N;Tendrils - Baby Pea, Organic;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
191092061;fr;Category 4;127.00;0.00;100000;N;Cheese Cloth;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1911454897;fr;Category 5;79.00;0.00;100000;N;V8 - Berry Blend;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1917369611;fr;Category 7;296.00;0.00;100000;N;Appetizer - Seafood Assortment;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1943669686;fr;Category 6;36.00;0.00;100000;N;Cleaner - Comet;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1944274847;fr;Category 5;498.00;0.00;100000;N;Juice - Orange, Concentrate;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1955599041;fr;Category 3;410.00;0.00;100000;N;Nut - Pumpkin Seeds;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1961424371;fr;Category 5;490.00;0.00;100000;N;Veal - Bones;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1962352447;fr;Category 0;112.00;0.00;100000;N;Wine - White, Schroder And Schyl;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1966355866;fr;Category 9;325.00;0.00;100000;N;Wine - Ice Wine;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1966900120;fr;Category 2;56.00;0.00;100000;N;Salt - Celery;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1969450460;fr;Category 5;485.00;0.00;100000;N;Bread - Rolls, Corn;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1980038139;fr;Category 1;177.00;0.00;100000;N;Tomatoes - Diced, Canned;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
1989779352;fr;Category 8;460.00;0.00;100000;N;Juice - Pineapple, 341 Ml;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2000362265;fr;Category 1;377.00;0.00;100000;N;Wine - Peller Estates Late;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2005113441;fr;Category 0;112.00;0.00;100000;N;Longos - Lasagna Veg;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
200700731;fr;Category 8;234.00;0.00;100000;N;Nut - Cashews, Whole, Raw;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2009885678;fr;Category 0;301.00;0.00;100000;N;Chips - Assorted;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2013646682;fr;Category 2;249.00;0.00;100000;N;Oil - Sunflower;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2019665492;fr;Category 2;44.00;0.00;100000;N;Tea - Lemon Scented;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2023832756;fr;Category 9;329.00;0.00;100000;N;Pie Box - Cello Window 2.5;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2026452695;fr;Category 9;88.00;0.00;100000;N;Beef Striploin Aaa;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
202734994;fr;Category 0;65.00;0.00;100000;N;Beef Striploin Aaa;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2039585338;fr;Category 3;70.00;0.00;100000;N;Cheese - Asiago;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2055764403;fr;Category 2;283.00;0.00;100000;N;Cakes Assorted;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2064124519;fr;Category 9;334.00;0.00;100000;N;Lamb Rack - Ontario;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2105230512;fr;Category 8;458.00;0.00;100000;N;Pasta - Linguini, Dry;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2118182848;fr;Category 9;352.00;0.00;100000;N;Vinegar - Balsamic, White;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2119790191;fr;Category 9;359.00;0.00;100000;N;Beer - True North Strong Ale;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2125972905;fr;Category 9;469.00;0.00;100000;N;Pasta - Penne Primavera, Single;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2127168194;fr;Category 6;367.00;0.00;100000;N;Veal - Insides Provini;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2131794983;fr;Category 5;250.00;0.00;100000;N;Cheese - Comtomme;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
218811535;fr;Category 1;333.00;0.00;100000;N;V8 Splash Strawberry Banana;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
219884706;fr;Category 5;47.00;0.00;100000;N;Cheese - Gorgonzola;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2205088254;fr;Category 6;196.00;0.00;100000;N;Chinese Foods - Pepper Beef;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2207192083;fr;Category 6;31.00;0.00;100000;N;Cookies - Fortune;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2212723962;fr;Category 9;200.00;0.00;100000;N;Wood Chips - Regular;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2238200320;fr;Category 5;459.00;0.00;100000;N;Chicken - White Meat With Tender;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2235077986;fr;Category 2;125.00;0.00;100000;N;Tart Shells - Sweet, 3;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2241107484;fr;Category 3;55.00;0.00;100000;N;Pork - Shoulder;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2267087847;fr;Category 6;282.00;0.00;100000;N;Truffle Shells - White Chocolate;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2286691223;fr;Category 6;4.00;0.00;100000;N;Beer - Moosehead;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2329659288;fr;Category 6;84.00;0.00;100000;N;Juice - Lagoon Mango;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2336464659;fr;Category 4;319.00;0.00;100000;N;Appetizer - Southwestern;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2337867730;fr;Category 5;423.00;0.00;100000;N;Mace Ground;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2337983749;fr;Category 6;263.00;0.00;100000;N;Pork - Smoked Kassler;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2371661791;fr;Category 0;61.00;0.00;100000;N;Goat - Leg;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2373544741;fr;Category 7;220.00;0.00;100000;N;Ham - Virginia;;TVA 20%;Attribut 1: Choix 1;;A;1;GHI
2375488113;fr;Category 8;150.00;0.00;100000;N;Allspice - Jamaican;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2384131966;fr;Category 6;184.00;0.00;100000;N;Stock - Beef, Brown;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
240495004;fr;Category 5;460.00;0.00;100000;N;Cup - Paper 10oz 92959;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2406426971;fr;Category 7;159.00;0.00;100000;N;Flax Seed;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
240921437;fr;Category 3;253.00;0.00;100000;N;Bread - Italian Roll With Herbs;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2411560044;fr;Category 2;411.00;0.00;100000;N;Bread - Sticks, Thin, Plain;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2418776921;fr;Category 2;16.00;0.00;100000;N;Sausage - Blood Pudding;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2439817198;fr;Category 5;178.00;0.00;100000;N;Dried Cherries;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
244848335;fr;Category 7;262.00;0.00;100000;N;Juice - Clam, 46 Oz;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2453470981;fr;Category 2;459.00;0.00;100000;N;Island Oasis - Raspberry;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2457524423;fr;Category 1;76.00;0.00;100000;N;Taro Root;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2472095309;fr;Category 8;466.00;0.00;100000;N;Snapple Raspberry Tea;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2472530072;fr;Category 5;432.00;0.00;100000;N;Table Cloth 144x90 White;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2483925952;fr;Category 2;411.00;0.00;100000;N;Chivas Regal - 12 Year Old;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2486810498;fr;Category 9;146.00;0.00;100000;N;Bread Fig And Almond;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2495424961;fr;Category 0;472.00;0.00;100000;N;Lettuce - Red Leaf;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2502323991;fr;Category 3;260.00;0.00;100000;N;Crab Meat Claw Pasteurise;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2507217995;fr;Category 4;281.00;0.00;100000;N;Buffalo - Striploin;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2513721349;fr;Category 3;469.00;0.00;100000;N;Lamb - Bones;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2515726402;fr;Category 3;61.00;0.00;100000;N;Bread - Multigrain Oval;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2521548413;fr;Category 9;244.00;0.00;100000;N;Wine - Baron De Rothschild;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2530989958;fr;Category 9;11.00;0.00;100000;N;Salmon - Atlantic, Skin On;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
253776287;fr;Category 6;473.00;0.00;100000;N;Tofu - Firm;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2539166504;fr;Category 0;49.00;0.00;100000;N;Halibut - Steaks;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2545543268;fr;Category 3;383.00;0.00;100000;N;Salsify, Organic;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2547974630;fr;Category 8;141.00;0.00;100000;N;Lettuce - Frisee;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2550673379;fr;Category 7;444.00;0.00;100000;N;Truffle Cups - Red;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2552167594;fr;Category 6;452.00;0.00;100000;N;Wine - Riesling Alsace Ac 2001;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2560661624;fr;Category 7;15.00;0.00;100000;N;Rabbit - Whole;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2578350450;fr;Category 7;288.00;0.00;100000;N;Beef - Striploin;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2596708795;fr;Category 0;459.00;0.00;100000;N;Leeks - Large;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2600144102;fr;Category 3;483.00;0.00;100000;N;Anisette - Mcguiness;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2608240216;fr;Category 6;89.00;0.00;100000;N;Sambuca - Ramazzotti;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2623152543;fr;Category 6;223.00;0.00;100000;N;Foam Espresso Cup Plain White;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2624147853;fr;Category 4;137.00;0.00;100000;N;Croissant, Raw - Mini;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2647908532;fr;Category 0;475.00;0.00;100000;N;Zucchini - Green;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2674064870;fr;Category 2;106.00;0.00;100000;N;Turnip - White;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2675109517;fr;Category 8;346.00;0.00;100000;N;Wine - Tribal Sauvignon;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
268963916;fr;Category 7;73.00;0.00;100000;N;Cake - Lemon Chiffon;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2689646099;fr;Category 5;140.00;0.00;100000;N;Beer - True North Strong Ale;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2691985067;fr;Category 3;347.00;0.00;100000;N;Wakami Seaweed;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2711405087;fr;Category 0;258.00;0.00;100000;N;Longos - Grilled Chicken With;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2724580885;fr;Category 6;339.00;0.00;100000;N;Bacon Strip Precooked;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2738707262;fr;Category 4;285.00;0.00;100000;N;Ham - Smoked, Bone - In;;TVA 20%;Attribut 1: Choix 1;;A;1;JKL
2746706792;fr;Category 5;144.00;0.00;100000;N;Cake - Mini Cheesecake;;TVA 20%;Attribut 1: Choix 1;;A;1;MNO
2766653708;fr;Category 3;32.00;0.00;100000;N;Flour - Semolina;;TVA 20%;Attribut 1: Choix 1;;A;1;MNO
2769564714;fr;Category 9;174.00;0.00;100000;N;Flower - Commercial Bronze;;TVA 20%;Attribut 1: Choix 1;;A;1;MNO
2782173057;fr;Category 3;292.00;0.00;100000;N;Dish Towel;;TVA 20%;Attribut 1: Choix 1;;A;1;MNO
2804241750;fr;Category 5;83.00;0.00;100000;N;Ginger - Fresh;;TVA 20%;Attribut 1: Choix 1;;A;1;MNO
