Product code;Product name;Quantity;Price;Divisions included;Divisions excluded;Language;Category;Taxes;Status;Image URL
9549928728;Cheese - Wine;100000;400;INVALID;FR-ARA|FR-IDF;fr;Category 9;TVA 20%;A;http://dummyimage.com/632x710.bmp/cc0000/ffffff
3970498968;Lamb - Shoulder;100000;31;FR-ARA|FR-IDF;FR-01|FR-69;fr;Category 7;TVA 20%;A;http://dummyimage.com/505x708.png/5fa2dd/ffffff
1965787972;Anchovy Fillets;100000;186;UK;FR-01|FR-69;fr;Category 8;TVA 20%;A;http://dummyimage.com/582x612.png/ff4444/ffffff
6965078216;Pastry - Banana Tea Loaf;100000;4;INVALID;FR-01|FR-69;fr;Category 0;TVA 20%;A;http://dummyimage.com/488x453.jpg/dddddd/000000
7257071364;Wine - Conde De Valdemar;100000;207;FR-01|FR-69;FR-ARA|FR-IDF;fr;Category 3;TVA 20%;A;http://dummyimage.com/509x728.png/dddddd/000000
0608076600;Island Oasis - Lemonade;100000;180;FR-ARA|FR-IDF;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/557x545.png/5fa2dd/ffffff
5901951729;Wine - Jaboulet Cotes Du Rhone;100000;113;INVALID;FR-01|FR-69;fr;Category 6;TVA 20%;A;http://dummyimage.com/429x467.jpg/ff4444/ffffff
6136364638;Cornstarch;100000;63;IT|BE;FR-01|FR-69;fr;Category 8;TVA 20%;A;http://dummyimage.com/460x589.png/5fa2dd/ffffff
6278854386;Sardines;100000;233;IT|BE;IT|BE;fr;Category 8;TVA 20%;A;http://dummyimage.com/478x497.png/cc0000/ffffff
1992439577;Duck - Legs;100000;82;INVALID;IT|BE;fr;Category 7;TVA 20%;A;http://dummyimage.com/548x476.bmp/5fa2dd/ffffff
4029752703;Pork - Caul Fat;100000;86;FR-01|FR-69;FR-75;fr;Category 1;TVA 20%;A;http://dummyimage.com/800x716.jpg/cc0000/ffffff
2219313022;Wine - Casablanca Valley;100000;12;FR-75;FR-75;fr;Category 5;TVA 20%;A;http://dummyimage.com/460x719.png/cc0000/ffffff
2816153134;Crab - Back Fin Meat, Canned;100000;235;INVALID;IT|BE;fr;Category 0;TVA 20%;A;http://dummyimage.com/601x414.png/dddddd/000000
9676018781;Sauce - Soy Low Sodium - 3.87l;100000;143;IT|BE;FR-01|FR-69;fr;Category 0;TVA 20%;A;http://dummyimage.com/487x698.png/ff4444/ffffff
0335283556;Liquid Aminios Acid - Braggs;100000;89;INVALID;INVALID;fr;Category 4;TVA 20%;A;http://dummyimage.com/610x517.jpg/5fa2dd/ffffff
0625759766;Island Oasis - Peach Daiquiri;100000;60;FR-ARA|FR-IDF;FR-ARA|FR-IDF;fr;Category 1;TVA 20%;A;http://dummyimage.com/697x747.bmp/dddddd/000000
1106668085;Cheese - Stilton;100000;52;IT|BE;IT|BE;fr;Category 2;TVA 20%;A;http://dummyimage.com/462x576.png/cc0000/ffffff
7382246634;Egg Patty Fried;100000;307;FR-01|FR-69;INVALID;fr;Category 1;TVA 20%;A;http://dummyimage.com/414x456.jpg/5fa2dd/ffffff
1872957765;Pasta - Cheese / Spinach Bauletti;100000;5;IT|BE;IT|BE;fr;Category 7;TVA 20%;A;http://dummyimage.com/763x728.png/cc0000/ffffff
9585301819;Wine - Fino Tio Pepe Gonzalez;100000;77;IT|BE;FR-75;fr;Category 4;TVA 20%;A;http://dummyimage.com/574x594.png/dddddd/000000
9085365572;Cheese - Comtomme;100000;82;FR-01|FR-69;FR-01|FR-69;fr;Category 8;TVA 20%;A;http://dummyimage.com/759x410.png/dddddd/000000
1909311585;Coriander - Seed;100000;189;FR-ARA|FR-IDF;FR-75;fr;Category 3;TVA 20%;A;http://dummyimage.com/506x535.png/ff4444/ffffff
1210577395;Pop Shoppe Cream Soda;100000;77;INVALID;FR-75;fr;Category 8;TVA 20%;A;http://dummyimage.com/638x663.png/5fa2dd/ffffff
3265172274;Calypso - Strawberry Lemonade;100000;249;FR-ARA|FR-IDF;INVALID;fr;Category 1;TVA 20%;A;http://dummyimage.com/610x446.jpg/cc0000/ffffff
2273771200;Tea - Camomele;100000;59;UK;FR-ARA|FR-IDF;fr;Category 2;TVA 20%;A;http://dummyimage.com/782x742.bmp/dddddd/000000
4573355065;Turkey Tenderloin Frozen;100000;339;FR-01|FR-69;IT|BE;fr;Category 5;TVA 20%;A;http://dummyimage.com/642x513.png/5fa2dd/ffffff
1532514223;Parsley - Fresh;100000;207;INVALID;IT|BE;fr;Category 6;TVA 20%;A;http://dummyimage.com/401x618.png/ff4444/ffffff
7625212794;Garlic Powder;100000;336;FR-ARA|FR-IDF;FR-ARA|FR-IDF;fr;Category 8;TVA 20%;A;http://dummyimage.com/627x612.bmp/cc0000/ffffff
2099642326;Butcher Twine 4r;100000;228;IT|BE;FR-01|FR-69;fr;Category 3;TVA 20%;A;http://dummyimage.com/622x473.jpg/dddddd/000000
6008039910;Rabbit - Frozen;100000;301;IT|BE;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/696x790.jpg/cc0000/ffffff
4364462801;Mushroom - Shitake, Fresh;100000;324;UK;UK;fr;Category 9;TVA 20%;A;http://dummyimage.com/463x510.bmp/ff4444/ffffff
3276377995;Veal - Ground;100000;327;INVALID;INVALID;fr;Category 1;TVA 20%;A;http://dummyimage.com/614x596.jpg/ff4444/ffffff
4148656212;Cream - 35%;100000;167;FR-75;FR-ARA|FR-IDF;fr;Category 2;TVA 20%;A;http://dummyimage.com/416x443.bmp/ff4444/ffffff
6664168864;Soup - Knorr, Veg / Beef;100000;164;IT|BE;IT|BE;fr;Category 6;TVA 20%;A;http://dummyimage.com/732x400.png/cc0000/ffffff
1907839903;Wine - Magnotta - Cab Franc;100000;371;INVALID;FR-01|FR-69;fr;Category 1;TVA 20%;A;http://dummyimage.com/754x681.jpg/ff4444/ffffff
0119800683;Dr. Pepper - 355ml;100000;124;FR-75;FR-ARA|FR-IDF;fr;Category 5;TVA 20%;A;http://dummyimage.com/670x791.jpg/cc0000/ffffff
4853357288;Pickles - Gherkins;100000;395;UK;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/743x701.png/5fa2dd/ffffff
5802989218;Samosa - Veg;100000;56;IT|BE;INVALID;fr;Category 2;TVA 20%;A;http://dummyimage.com/455x679.bmp/cc0000/ffffff
9239893876;Canadian Emmenthal;100000;300;FR-01|FR-69;INVALID;fr;Category 7;TVA 20%;A;http://dummyimage.com/400x471.jpg/ff4444/ffffff
1911427668;Onion Powder;100000;323;INVALID;FR-ARA|FR-IDF;fr;Category 6;TVA 20%;A;http://dummyimage.com/572x631.png/5fa2dd/ffffff
6573478865;Shrimp - Black Tiger 13/15;100000;78;UK;UK;fr;Category 7;TVA 20%;A;http://dummyimage.com/476x644.jpg/dddddd/000000
4602149285;Wine - White, French Cross;100000;100;FR-01|FR-69;IT|BE;fr;Category 0;TVA 20%;A;http://dummyimage.com/681x434.jpg/dddddd/000000
4882342286;Appetizer - Lobster Phyllo Roll;100000;130;FR-75;FR-ARA|FR-IDF;fr;Category 6;TVA 20%;A;http://dummyimage.com/716x464.png/ff4444/ffffff
7276644051;Duck - Legs;100000;120;FR-ARA|FR-IDF;FR-75;fr;Category 4;TVA 20%;A;http://dummyimage.com/780x583.jpg/ff4444/ffffff
4688022424;Bar Energy Chocchip;100000;181;IT|BE;INVALID;fr;Category 9;TVA 20%;A;http://dummyimage.com/466x611.bmp/ff4444/ffffff
0227750861;Milk Powder;100000;159;FR-75;FR-75;fr;Category 1;TVA 20%;A;http://dummyimage.com/684x662.png/cc0000/ffffff
4982673865;Cattail Hearts;100000;317;UK;FR-01|FR-69;fr;Category 2;TVA 20%;A;http://dummyimage.com/618x527.jpg/cc0000/ffffff
9242342618;Sauce - Roasted Red Pepper;100000;399;UK;FR-01|FR-69;fr;Category 8;TVA 20%;A;http://dummyimage.com/632x414.bmp/5fa2dd/ffffff
2860967739;Scampi Tail;100000;241;FR-75;IT|BE;fr;Category 3;TVA 20%;A;http://dummyimage.com/457x645.png/cc0000/ffffff
6372880305;Cocoa Butter;100000;387;FR-01|FR-69;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/508x561.bmp/dddddd/000000
9979861098;Tart - Butter Plain Squares;100000;79;INVALID;FR-75;fr;Category 6;TVA 20%;A;http://dummyimage.com/676x506.jpg/5fa2dd/ffffff
8857720782;Sea Bass - Whole;100000;291;FR-75;FR-ARA|FR-IDF;fr;Category 7;TVA 20%;A;http://dummyimage.com/535x708.png/dddddd/000000
8312855127;Pie Shell - 9;100000;219;INVALID;INVALID;fr;Category 2;TVA 20%;A;http://dummyimage.com/525x504.png/dddddd/000000
7366780490;Lettuce - Mini Greens, Whole;100000;155;FR-ARA|FR-IDF;FR-ARA|FR-IDF;fr;Category 5;TVA 20%;A;http://dummyimage.com/697x777.png/cc0000/ffffff
3866898180;Ecolab - Ster Bac;100000;136;IT|BE;IT|BE;fr;Category 8;TVA 20%;A;http://dummyimage.com/594x495.jpg/cc0000/ffffff
9919168164;Crab - Claws, 26 - 30;100000;309;UK;FR-ARA|FR-IDF;fr;Category 2;TVA 20%;A;http://dummyimage.com/613x683.png/cc0000/ffffff
4332239529;Gingerale - Schweppes, 355 Ml;100000;47;INVALID;FR-01|FR-69;fr;Category 6;TVA 20%;A;http://dummyimage.com/401x435.jpg/5fa2dd/ffffff
5980069724;Nut - Almond, Blanched, Sliced;100000;279;FR-01|FR-69;UK;fr;Category 0;TVA 20%;A;http://dummyimage.com/430x774.png/dddddd/000000
8347931619;Tea Peppermint;100000;151;FR-ARA|FR-IDF;UK;fr;Category 4;TVA 20%;A;http://dummyimage.com/414x693.jpg/dddddd/000000
6063376228;Coffee Cup 12oz 5342cd;100000;118;FR-75;FR-ARA|FR-IDF;fr;Category 2;TVA 20%;A;http://dummyimage.com/543x640.bmp/dddddd/000000
2258968578;Lemons;100000;330;FR-01|FR-69;IT|BE;fr;Category 5;TVA 20%;A;http://dummyimage.com/781x409.png/dddddd/000000
3382514700;Nestea - Iced Tea;100000;269;IT|BE;UK;fr;Category 9;TVA 20%;A;http://dummyimage.com/591x456.bmp/5fa2dd/ffffff
5495840577;Bacardi Limon;100000;352;FR-01|FR-69;IT|BE;fr;Category 4;TVA 20%;A;http://dummyimage.com/770x635.png/5fa2dd/ffffff
3400707644;Beef Tenderloin Aaa;100000;153;UK;FR-75;fr;Category 8;TVA 20%;A;http://dummyimage.com/706x612.bmp/dddddd/000000
1981752895;Coke - Classic, 355 Ml;100000;215;FR-75;IT|BE;fr;Category 9;TVA 20%;A;http://dummyimage.com/415x672.png/dddddd/000000
7233880625;Muffin Mix - Banana Nut;100000;14;IT|BE;UK;fr;Category 4;TVA 20%;A;http://dummyimage.com/427x592.bmp/ff4444/ffffff
5361369509;Lobster - Live;100000;90;IT|BE;FR-75;fr;Category 8;TVA 20%;A;http://dummyimage.com/671x703.png/ff4444/ffffff
4730364433;Soy Protein;100000;43;IT|BE;UK;fr;Category 7;TVA 20%;A;http://dummyimage.com/528x671.bmp/cc0000/ffffff
8291166315;Peas - Pigeon, Dry;100000;287;IT|BE;FR-ARA|FR-IDF;fr;Category 8;TVA 20%;A;http://dummyimage.com/585x475.jpg/5fa2dd/ffffff
0005588205;Muffin - Carrot Individual Wrap;100000;330;FR-01|FR-69;FR-75;fr;Category 3;TVA 20%;A;http://dummyimage.com/667x403.png/ff4444/ffffff
9403386933;Tomatoes - Cherry, Yellow;100000;246;INVALID;FR-01|FR-69;fr;Category 0;TVA 20%;A;http://dummyimage.com/552x780.bmp/cc0000/ffffff
5372178029;Lobster - Canned Premium;100000;48;IT|BE;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/457x671.png/ff4444/ffffff
2200201185;Turnip - White;100000;245;FR-01|FR-69;INVALID;fr;Category 0;TVA 20%;A;http://dummyimage.com/634x776.png/cc0000/ffffff
6260127818;Water - Evian 355 Ml;100000;229;FR-ARA|FR-IDF;UK;fr;Category 6;TVA 20%;A;http://dummyimage.com/799x684.bmp/ff4444/ffffff
3377804457;Mudslide;100000;83;FR-ARA|FR-IDF;INVALID;fr;Category 8;TVA 20%;A;http://dummyimage.com/431x754.bmp/dddddd/000000
9650557304;Napkin - Cocktail,beige 2 - Ply;100000;54;UK;UK;fr;Category 9;TVA 20%;A;http://dummyimage.com/527x657.jpg/cc0000/ffffff
9617888925;Dehydrated Kelp Kombo;100000;35;INVALID;UK;fr;Category 3;TVA 20%;A;http://dummyimage.com/565x513.png/5fa2dd/ffffff
7164209115;Wine - Ice Wine;100000;265;FR-ARA|FR-IDF;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/708x731.bmp/cc0000/ffffff
5507085754;Sauce - Apple, Unsweetened;100000;389;IT|BE;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/590x623.png/cc0000/ffffff
3809348513;Pur Value;100000;191;FR-75;UK;fr;Category 8;TVA 20%;A;http://dummyimage.com/717x518.png/5fa2dd/ffffff
0755149108;Syrup - Chocolate;100000;295;IT|BE;UK;fr;Category 9;TVA 20%;A;http://dummyimage.com/773x734.png/5fa2dd/ffffff
2045303918;Crab - Meat Combo;100000;398;FR-75;IT|BE;fr;Category 6;TVA 20%;A;http://dummyimage.com/662x561.png/ff4444/ffffff
1109752408;Smirnoff Green Apple Twist;100000;218;FR-ARA|FR-IDF;IT|BE;fr;Category 4;TVA 20%;A;http://dummyimage.com/736x693.jpg/5fa2dd/ffffff
8368392639;Bread - French Stick;100000;86;FR-ARA|FR-IDF;FR-ARA|FR-IDF;fr;Category 4;TVA 20%;A;http://dummyimage.com/799x577.png/dddddd/000000
2076658613;Tomatoes - Vine Ripe, Red;100000;339;FR-01|FR-69;FR-01|FR-69;fr;Category 3;TVA 20%;A;http://dummyimage.com/418x677.jpg/5fa2dd/ffffff
6559426569;Juice - Apple 284ml;100000;226;FR-75;UK;fr;Category 0;TVA 20%;A;http://dummyimage.com/721x679.jpg/cc0000/ffffff
1767506538;Contreau;100000;373;IT|BE;FR-75;fr;Category 2;TVA 20%;A;http://dummyimage.com/439x557.bmp/cc0000/ffffff
6865998592;Bread - Pita;100000;72;FR-01|FR-69;FR-75;fr;Category 8;TVA 20%;A;http://dummyimage.com/783x660.bmp/cc0000/ffffff
4010089103;Lid - Translucent, 3.5 And 6 Oz;100000;308;INVALID;IT|BE;fr;Category 4;TVA 20%;A;http://dummyimage.com/592x514.png/dddddd/000000
5463465075;Tendrils - Baby Pea, Organic;100000;278;FR-ARA|FR-IDF;FR-75;fr;Category 6;TVA 20%;A;http://dummyimage.com/431x618.bmp/cc0000/ffffff
0940298311;Lid - Translucent, 3.5 And 6 Oz;100000;229;IT|BE;IT|BE;fr;Category 0;TVA 20%;A;http://dummyimage.com/532x724.png/5fa2dd/ffffff
4385418821;Island Oasis - Banana Daiquiri;100000;47;INVALID;INVALID;fr;Category 1;TVA 20%;A;http://dummyimage.com/737x725.png/ff4444/ffffff
6831103599;Shrimp - Baby, Cold Water;100000;367;FR-75;FR-75;fr;Category 9;TVA 20%;A;http://dummyimage.com/704x617.png/cc0000/ffffff
6126439876;Wine - Crozes Hermitage E.;100000;400;UK;FR-75;fr;Category 6;TVA 20%;A;http://dummyimage.com/664x737.bmp/cc0000/ffffff
4631754091;The Pop Shoppe - Black Cherry;100000;238;FR-01|FR-69;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/638x570.jpg/dddddd/000000
2739639341;Pastry - Banana Tea Loaf;100000;28;FR-ARA|FR-IDF;FR-75;fr;Category 0;TVA 20%;A;http://dummyimage.com/426x474.jpg/dddddd/000000
4951911615;Crab - Soft Shell;100000;187;UK;INVALID;fr;Category 3;TVA 20%;A;http://dummyimage.com/671x613.bmp/dddddd/000000
4096319081;Tuna - Canned, Flaked, Light;100000;398;FR-ARA|FR-IDF;FR-ARA|FR-IDF;fr;Category 0;TVA 20%;A;http://dummyimage.com/626x672.bmp/cc0000/ffffff
5254354866;Garbage Bags - Clear;100000;379;UK;IT|BE;fr;Category 3;TVA 20%;A;http://dummyimage.com/639x428.png/cc0000/ffffff
0631217321;Puree - Strawberry;100000;222;FR-01|FR-69;UK;fr;Category 5;TVA 20%;A;http://dummyimage.com/484x463.bmp/ff4444/ffffff
8901469072;Chocolate - Milk, Callets;100000;244;IT|BE;FR-ARA|FR-IDF;fr;Category 2;TVA 20%;A;http://dummyimage.com/697x447.png/dddddd/000000
4606095097;Butcher Twine 4r;100000;50;FR-01|FR-69;IT|BE;fr;Category 6;TVA 20%;A;http://dummyimage.com/683x692.bmp/5fa2dd/ffffff
4115961720;Basil - Fresh;100000;234;FR-75;FR-01|FR-69;fr;Category 1;TVA 20%;A;http://dummyimage.com/570x769.png/cc0000/ffffff
7904267386;Pepper - Red Bell;100000;395;INVALID;INVALID;fr;Category 9;TVA 20%;A;http://dummyimage.com/688x514.png/cc0000/ffffff
6262453259;Schnappes Peppermint - Walker;100000;138;INVALID;INVALID;fr;Category 3;TVA 20%;A;http://dummyimage.com/682x623.jpg/ff4444/ffffff
9893834356;Pasta - Cannelloni, Sheets, Fresh;100000;378;FR-ARA|FR-IDF;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/436x755.jpg/5fa2dd/ffffff
3616500498;Gatorade - Orange;100000;265;FR-75;FR-75;fr;Category 1;TVA 20%;A;http://dummyimage.com/494x783.png/ff4444/ffffff
3521892248;Rum - Light, Captain Morgan;100000;244;UK;INVALID;fr;Category 0;TVA 20%;A;http://dummyimage.com/485x485.png/ff4444/ffffff
5212843858;Madeira;100000;232;FR-01|FR-69;UK;fr;Category 5;TVA 20%;A;http://dummyimage.com/427x564.jpg/ff4444/ffffff
4859208376;Seabream Whole Farmed;100000;218;IT|BE;FR-01|FR-69;fr;Category 1;TVA 20%;A;http://dummyimage.com/747x566.bmp/cc0000/ffffff
9469452398;Iced Tea - Lemon, 460 Ml;100000;37;IT|BE;INVALID;fr;Category 1;TVA 20%;A;http://dummyimage.com/661x639.png/5fa2dd/ffffff
4026996630;Spinach - Spinach Leaf;100000;136;FR-01|FR-69;FR-75;fr;Category 1;TVA 20%;A;http://dummyimage.com/647x619.jpg/5fa2dd/ffffff
1889848450;Madeira;100000;91;INVALID;UK;fr;Category 7;TVA 20%;A;http://dummyimage.com/727x655.png/5fa2dd/ffffff
3688293345;Foil Cont Round;100000;115;INVALID;FR-01|FR-69;fr;Category 6;TVA 20%;A;http://dummyimage.com/434x558.bmp/cc0000/ffffff
0915263225;Oil - Macadamia;100000;352;FR-ARA|FR-IDF;INVALID;fr;Category 2;TVA 20%;A;http://dummyimage.com/651x447.png/dddddd/000000
1126951202;Soup - Campbells, Beef Barley;100000;54;UK;INVALID;fr;Category 7;TVA 20%;A;http://dummyimage.com/534x531.bmp/5fa2dd/ffffff
3938748057;Wine - Magnotta - Bel Paese White;100000;220;FR-ARA|FR-IDF;FR-01|FR-69;fr;Category 6;TVA 20%;A;http://dummyimage.com/597x605.png/cc0000/ffffff
6444033530;Pears - Anjou;100000;76;FR-ARA|FR-IDF;UK;fr;Category 8;TVA 20%;A;http://dummyimage.com/432x462.bmp/cc0000/ffffff
9657611586;Calypso - Black Cherry Lemonade;100000;249;FR-75;FR-75;fr;Category 4;TVA 20%;A;http://dummyimage.com/731x695.jpg/ff4444/ffffff
6427414322;Squid Ink;100000;159;UK;INVALID;fr;Category 1;TVA 20%;A;http://dummyimage.com/574x455.jpg/5fa2dd/ffffff
3545655937;Beans - Black Bean, Dry;100000;208;FR-75;UK;fr;Category 7;TVA 20%;A;http://dummyimage.com/696x770.bmp/dddddd/000000
5683537718;Ice - Clear, 300 Lb For Carving;100000;107;UK;IT|BE;fr;Category 9;TVA 20%;A;http://dummyimage.com/434x682.png/5fa2dd/ffffff
9348719842;Muffin Mix - Morning Glory;100000;115;FR-01|FR-69;FR-01|FR-69;fr;Category 3;TVA 20%;A;http://dummyimage.com/672x670.png/dddddd/000000
5531917795;Wine - Mas Chicet Rose, Vintage;100000;301;FR-75;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/430x438.jpg/cc0000/ffffff
4532082684;Beets - Mini Golden;100000;370;FR-75;FR-ARA|FR-IDF;fr;Category 0;TVA 20%;A;http://dummyimage.com/740x572.bmp/5fa2dd/ffffff
3786558114;Juice - Orangina;100000;303;FR-75;FR-ARA|FR-IDF;fr;Category 5;TVA 20%;A;http://dummyimage.com/544x688.bmp/ff4444/ffffff
6645905764;Wine - Barossa Valley Estate;100000;301;FR-ARA|FR-IDF;INVALID;fr;Category 4;TVA 20%;A;http://dummyimage.com/470x598.jpg/cc0000/ffffff
2031377252;Pimento - Canned;100000;133;FR-75;UK;fr;Category 8;TVA 20%;A;http://dummyimage.com/681x573.png/ff4444/ffffff
3502723139;Lid Tray - 12in Dome;100000;107;UK;FR-ARA|FR-IDF;fr;Category 5;TVA 20%;A;http://dummyimage.com/721x434.bmp/dddddd/000000
4705653402;Longos - Chicken Wings;100000;377;UK;IT|BE;fr;Category 6;TVA 20%;A;http://dummyimage.com/765x519.bmp/cc0000/ffffff
6164187680;Hand Towel;100000;136;IT|BE;FR-ARA|FR-IDF;fr;Category 5;TVA 20%;A;http://dummyimage.com/597x665.jpg/ff4444/ffffff
6476097591;Salmon - Smoked, Sliced;100000;8;FR-ARA|FR-IDF;FR-75;fr;Category 4;TVA 20%;A;http://dummyimage.com/704x578.jpg/5fa2dd/ffffff
0967564643;Bag - Bread, White, Plain;100000;61;FR-75;FR-75;fr;Category 9;TVA 20%;A;http://dummyimage.com/458x702.bmp/cc0000/ffffff
5394425459;Myers Planters Punch;100000;62;UK;FR-75;fr;Category 1;TVA 20%;A;http://dummyimage.com/688x427.bmp/dddddd/000000
6216431445;Lettuce - Romaine;100000;42;INVALID;UK;fr;Category 6;TVA 20%;A;http://dummyimage.com/541x600.png/dddddd/000000
7954040819;Spice - Chili Powder Mexican;100000;107;UK;FR-75;fr;Category 6;TVA 20%;A;http://dummyimage.com/647x628.jpg/ff4444/ffffff
0482860096;Tea - Herbal Orange Spice;100000;312;INVALID;INVALID;fr;Category 4;TVA 20%;A;http://dummyimage.com/635x756.bmp/5fa2dd/ffffff
6458502309;Onion Powder;100000;212;UK;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/429x781.bmp/5fa2dd/ffffff
0944083315;Saskatoon Berries - Frozen;100000;319;IT|BE;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/547x419.bmp/cc0000/ffffff
7606054220;Wine - White, Cooking;100000;141;FR-75;FR-ARA|FR-IDF;fr;Category 4;TVA 20%;A;http://dummyimage.com/467x708.png/dddddd/000000
9060587925;Filling - Mince Meat;100000;281;INVALID;UK;fr;Category 9;TVA 20%;A;http://dummyimage.com/651x478.bmp/5fa2dd/ffffff
0995789832;Wine - Tio Pepe Sherry Fino;100000;246;INVALID;IT|BE;fr;Category 8;TVA 20%;A;http://dummyimage.com/607x423.png/ff4444/ffffff
8741441058;Wine - Red, Concha Y Toro;100000;134;FR-75;INVALID;fr;Category 7;TVA 20%;A;http://dummyimage.com/741x634.bmp/5fa2dd/ffffff
6367128119;Mop Head - Cotton, 24 Oz;100000;357;INVALID;IT|BE;fr;Category 1;TVA 20%;A;http://dummyimage.com/637x735.bmp/dddddd/000000
7285197012;Pepper - Red Bell;100000;45;FR-01|FR-69;FR-75;fr;Category 1;TVA 20%;A;http://dummyimage.com/488x720.jpg/ff4444/ffffff
8288172007;Tomato - Peeled Italian Canned;100000;60;INVALID;INVALID;fr;Category 6;TVA 20%;A;http://dummyimage.com/456x634.jpg/cc0000/ffffff
0092832566;Yogurt - Cherry, 175 Gr;100000;278;FR-75;IT|BE;fr;Category 8;TVA 20%;A;http://dummyimage.com/438x449.bmp/5fa2dd/ffffff
3595493260;Bay Leaf Fresh;100000;229;FR-01|FR-69;IT|BE;fr;Category 3;TVA 20%;A;http://dummyimage.com/690x749.jpg/ff4444/ffffff
7146856349;Flavouring Vanilla Artificial;100000;18;UK;IT|BE;fr;Category 4;TVA 20%;A;http://dummyimage.com/469x798.png/ff4444/ffffff
0337164360;Cheese - Brick With Onion;100000;256;IT|BE;UK;fr;Category 7;TVA 20%;A;http://dummyimage.com/729x418.jpg/cc0000/ffffff
1845768964;Wine - Sake;100000;234;IT|BE;IT|BE;fr;Category 8;TVA 20%;A;http://dummyimage.com/552x677.jpg/dddddd/000000
6265757444;Rosemary - Fresh;100000;244;IT|BE;FR-ARA|FR-IDF;fr;Category 3;TVA 20%;A;http://dummyimage.com/553x522.jpg/cc0000/ffffff
3030389574;Lotus Leaves;100000;57;INVALID;FR-01|FR-69;fr;Category 8;TVA 20%;A;http://dummyimage.com/405x404.png/ff4444/ffffff
8261347429;Coriander - Seed;100000;358;UK;FR-01|FR-69;fr;Category 5;TVA 20%;A;http://dummyimage.com/693x766.png/cc0000/ffffff
3976543393;Artichoke - Hearts, Canned;100000;121;IT|BE;IT|BE;fr;Category 6;TVA 20%;A;http://dummyimage.com/443x763.png/dddddd/000000
3483788020;Bread - Wheat Baguette;100000;153;FR-75;FR-01|FR-69;fr;Category 3;TVA 20%;A;http://dummyimage.com/625x601.jpg/5fa2dd/ffffff
2335263858;Bread - Rosemary Focaccia;100000;225;FR-ARA|FR-IDF;UK;fr;Category 0;TVA 20%;A;http://dummyimage.com/697x537.jpg/dddddd/000000
9657168232;Pepper - Chipotle, Canned;100000;259;FR-ARA|FR-IDF;FR-ARA|FR-IDF;fr;Category 9;TVA 20%;A;http://dummyimage.com/671x710.jpg/ff4444/ffffff
8470182009;Vodka - Moskovskaya;100000;74;FR-75;UK;fr;Category 0;TVA 20%;A;http://dummyimage.com/670x700.png/ff4444/ffffff
