Product code;Product name;Quantity;Price;Divisions included;Language;Category;Taxes;Status;Image URL
7007191096;Muffin Mix - Oatmeal;100000;269;ID;fr;Category 0;TVA 20%;A;http://dummyimage.com/364x368.png/dddddd/000000
4262791661;Wine - Red, Wolf Blass, Yellow;100000;189;CN;fr;Category 1;TVA 20%;A;http://dummyimage.com/261x314.png/cc0000/ffffff
5924315517;Butter - Salted, Micro;100000;487;SE;fr;Category 4;TVA 20%;A;http://dummyimage.com/349x365.jpg/ff4444/ffffff
6576727364;Pepsi - Diet, 355 Ml;100000;49;ID;fr;Category 7;TVA 20%;A;http://dummyimage.com/310x286.bmp/5fa2dd/ffffff
9425798702;Wine - Red, Mouton Cadet;100000;433;AL;fr;Category 1;TVA 20%;A;http://dummyimage.com/268x365.png/5fa2dd/ffffff
1371790221;Lettuce - Curly Endive;100000;171;IR;fr;Category 8;TVA 20%;A;http://dummyimage.com/339x363.jpg/dddddd/000000
0441692834;Bread - Calabrese Baguette;100000;183;CZ;fr;Category 0;TVA 20%;A;http://dummyimage.com/303x267.bmp/cc0000/ffffff
9208160262;Goulash Seasoning;100000;259;CN;fr;Category 3;TVA 20%;A;http://dummyimage.com/321x324.bmp/5fa2dd/ffffff
7174804632;Puff Pastry - Sheets;100000;201;VN;fr;Category 7;TVA 20%;A;http://dummyimage.com/329x375.bmp/5fa2dd/ffffff
1414393946;Wine - Sauvignon Blanc Oyster;100000;25;DE;fr;Category 0;TVA 20%;A;http://dummyimage.com/324x395.jpg/5fa2dd/ffffff
9568830359;Milk - 2% 250 Ml;100000;433;RS;fr;Category 5;TVA 20%;A;http://dummyimage.com/337x280.bmp/dddddd/000000
9527241618;Cheese - Mascarpone;100000;32;FR;fr;Category 5;TVA 20%;A;http://dummyimage.com/353x250.png/5fa2dd/ffffff
1120993474;Veal - Leg, Provimi - 50 Lb Max;100000;491;WS;fr;Category 0;TVA 20%;A;http://dummyimage.com/308x297.bmp/ff4444/ffffff
9174907840;Wine - Piper Heidsieck Brut;100000;415;ID;fr;Category 7;TVA 20%;A;http://dummyimage.com/330x396.png/dddddd/000000
8915061225;Bread - Triangle White;100000;428;CA;fr;Category 7;TVA 20%;A;http://dummyimage.com/369x386.png/cc0000/ffffff
2560379929;Veal - Bones;100000;53;ID;fr;Category 0;TVA 20%;A;http://dummyimage.com/288x271.jpg/ff4444/ffffff
7374995121;Appetizer - Southwestern;100000;126;MX;fr;Category 7;TVA 20%;A;http://dummyimage.com/295x356.jpg/dddddd/000000
3984875770;Pear - Prickly;100000;53;ID;fr;Category 2;TVA 20%;A;http://dummyimage.com/281x310.png/cc0000/ffffff
9179254381;Crab - Meat Combo;100000;362;ID;fr;Category 9;TVA 20%;A;http://dummyimage.com/321x313.jpg/cc0000/ffffff
5141850676;Table Cloth 62x114 Colour;100000;117;PL;fr;Category 7;TVA 20%;A;http://dummyimage.com/372x305.png/dddddd/000000
4677764980;Longos - Cheese Tortellini;100000;315;BR;fr;Category 6;TVA 20%;A;http://dummyimage.com/262x327.bmp/5fa2dd/ffffff
2401203362;Scampi Tail;100000;196;TZ;fr;Category 2;TVA 20%;A;http://dummyimage.com/377x344.jpg/5fa2dd/ffffff
8958121165;Wine - Sawmill Creek Autumn;100000;194;BD;fr;Category 0;TVA 20%;A;http://dummyimage.com/271x289.bmp/ff4444/ffffff
1858233755;Cream Of Tartar;100000;15;PT;fr;Category 7;TVA 20%;A;http://dummyimage.com/329x270.png/dddddd/000000
6984152550;Whmis - Spray Bottle Trigger;100000;390;VE;fr;Category 1;TVA 20%;A;http://dummyimage.com/373x396.jpg/ff4444/ffffff
7031683394;Figs;100000;402;CZ;fr;Category 9;TVA 20%;A;http://dummyimage.com/308x313.jpg/cc0000/ffffff
8257051020;Sloe Gin - Mcguinness;100000;449;JP;fr;Category 3;TVA 20%;A;http://dummyimage.com/258x323.png/dddddd/000000
5578576419;Brandy Cherry - Mcguinness;100000;427;CN;fr;Category 1;TVA 20%;A;http://dummyimage.com/390x251.jpg/5fa2dd/ffffff
0036066095;Wine - Puligny Montrachet A.;100000;379;ZA;fr;Category 1;TVA 20%;A;http://dummyimage.com/254x371.bmp/ff4444/ffffff
4682059955;Pail - 15l White, With Handle;100000;438;ID;fr;Category 2;TVA 20%;A;http://dummyimage.com/294x390.jpg/dddddd/000000
7522134366;Coffee - Decaffeinato Coffee;100000;387;CO;fr;Category 9;TVA 20%;A;http://dummyimage.com/319x272.png/ff4444/ffffff
2481376854;Wine - Sake;100000;483;PH;fr;Category 0;TVA 20%;A;http://dummyimage.com/291x348.bmp/dddddd/000000
2993091204;Milk - 1%;100000;463;FR;fr;Category 2;TVA 20%;A;http://dummyimage.com/259x321.png/5fa2dd/ffffff
2149225476;Butter - Unsalted;100000;332;PH;fr;Category 8;TVA 20%;A;http://dummyimage.com/314x330.bmp/cc0000/ffffff
8546306184;Cattail Hearts;100000;96;VE;fr;Category 4;TVA 20%;A;http://dummyimage.com/273x321.bmp/dddddd/000000
1339685612;Wine - Malbec Trapiche Reserve;100000;140;PE;fr;Category 6;TVA 20%;A;http://dummyimage.com/310x302.bmp/ff4444/ffffff
9605490978;Soup - Beef Conomme, Dry;100000;60;PK;fr;Category 5;TVA 20%;A;http://dummyimage.com/254x351.bmp/ff4444/ffffff
4370124557;Oil - Safflower;100000;482;RU;fr;Category 9;TVA 20%;A;http://dummyimage.com/293x368.bmp/dddddd/000000
1845742257;Spice - Peppercorn Melange;100000;323;CN;fr;Category 5;TVA 20%;A;http://dummyimage.com/367x261.bmp/cc0000/ffffff
9306697597;Cream - 18%;100000;278;MX;fr;Category 0;TVA 20%;A;http://dummyimage.com/253x281.bmp/cc0000/ffffff
7150619169;Cheese - Montery Jack;100000;221;AX;fr;Category 5;TVA 20%;A;http://dummyimage.com/340x336.bmp/5fa2dd/ffffff
7715040835;Pickerel - Fillets;100000;263;CN;fr;Category 8;TVA 20%;A;http://dummyimage.com/309x298.jpg/cc0000/ffffff
2466789175;Sole - Fillet;100000;434;UG;fr;Category 3;TVA 20%;A;http://dummyimage.com/381x335.bmp/cc0000/ffffff
6810599355;Flour - Rye;100000;127;MG;fr;Category 4;TVA 20%;A;http://dummyimage.com/309x341.bmp/dddddd/000000
4239800927;Fennel - Seeds;100000;175;PH;fr;Category 1;TVA 20%;A;http://dummyimage.com/367x291.jpg/cc0000/ffffff
7342573302;Sugar - Invert;100000;411;RU;fr;Category 5;TVA 20%;A;http://dummyimage.com/400x366.bmp/5fa2dd/ffffff
4983271783;Compound - Passion Fruit;100000;79;PT;fr;Category 4;TVA 20%;A;http://dummyimage.com/314x349.png/ff4444/ffffff
2957923203;Onions - Cippolini;100000;255;TH;fr;Category 0;TVA 20%;A;http://dummyimage.com/308x392.png/5fa2dd/ffffff
1700405101;Juice - Cranberry, 341 Ml;100000;217;CN;fr;Category 2;TVA 20%;A;http://dummyimage.com/323x379.jpg/cc0000/ffffff
7951091286;Dome Lid Clear P92008h;100000;349;CN;fr;Category 0;TVA 20%;A;http://dummyimage.com/397x354.png/ff4444/ffffff
2682389805;Cinnamon - Ground;100000;389;FR;fr;Category 2;TVA 20%;A;http://dummyimage.com/342x344.bmp/5fa2dd/ffffff
5367527035;Foam Tray S2;100000;91;SE;fr;Category 5;TVA 20%;A;http://dummyimage.com/327x253.jpg/cc0000/ffffff
0573942269;Beans - Turtle, Black, Dry;100000;489;PL;fr;Category 1;TVA 20%;A;http://dummyimage.com/253x271.jpg/ff4444/ffffff
5957788120;Absolut Citron;100000;278;MX;fr;Category 6;TVA 20%;A;http://dummyimage.com/307x373.png/cc0000/ffffff
5559186414;Fib N9 - Prague Powder;100000;161;NG;fr;Category 0;TVA 20%;A;http://dummyimage.com/369x358.png/cc0000/ffffff
9633034981;Milk - 2%;100000;353;VE;fr;Category 3;TVA 20%;A;http://dummyimage.com/272x281.jpg/ff4444/ffffff
0887741118;Appetizer - Shrimp Puff;100000;261;CN;fr;Category 7;TVA 20%;A;http://dummyimage.com/354x334.bmp/dddddd/000000
8068206361;Vermouth - White, Cinzano;100000;327;CN;fr;Category 1;TVA 20%;A;http://dummyimage.com/308x259.png/ff4444/ffffff
1981252924;Hipnotiq Liquor;100000;285;CZ;fr;Category 0;TVA 20%;A;http://dummyimage.com/383x262.png/5fa2dd/ffffff
0426506332;Trueblue - Blueberry;100000;66;PE;fr;Category 1;TVA 20%;A;http://dummyimage.com/313x271.png/dddddd/000000
3606776330;Swiss Chard - Red;100000;141;CO;fr;Category 9;TVA 20%;A;http://dummyimage.com/279x287.jpg/ff4444/ffffff
6969549623;Wine - Semi Dry Riesling Vineland;100000;180;PL;fr;Category 4;TVA 20%;A;http://dummyimage.com/384x369.png/dddddd/000000
3906725464;Wine - Savigny - Les - Beaune;100000;228;PL;fr;Category 0;TVA 20%;A;http://dummyimage.com/387x360.jpg/ff4444/ffffff
0079416845;7up Diet, 355 Ml;100000;225;ID;fr;Category 7;TVA 20%;A;http://dummyimage.com/255x285.bmp/5fa2dd/ffffff
8285397610;Wine - Masi Valpolocell;100000;461;PT;fr;Category 5;TVA 20%;A;http://dummyimage.com/377x306.jpg/cc0000/ffffff
2166342183;Ginsing - Fresh;100000;118;CO;fr;Category 7;TVA 20%;A;http://dummyimage.com/273x328.bmp/dddddd/000000
6084529720;Pear - Prickly;100000;481;NG;fr;Category 3;TVA 20%;A;http://dummyimage.com/384x367.jpg/cc0000/ffffff
2046712226;Seaweed Green Sheets;100000;200;ID;fr;Category 4;TVA 20%;A;http://dummyimage.com/370x375.jpg/ff4444/ffffff
4699111637;Cafe Royale;100000;92;XK;fr;Category 7;TVA 20%;A;http://dummyimage.com/342x306.jpg/dddddd/000000
3920819446;Containter - 3oz Microwave Rect.;100000;416;CZ;fr;Category 0;TVA 20%;A;http://dummyimage.com/313x271.bmp/cc0000/ffffff
6263863471;Lotus Root;100000;307;CN;fr;Category 1;TVA 20%;A;http://dummyimage.com/376x260.png/5fa2dd/ffffff
4086297469;Mushroom - Trumpet, Dry;100000;338;MN;fr;Category 6;TVA 20%;A;http://dummyimage.com/298x332.jpg/cc0000/ffffff
9600524076;Quail - Whole, Bone - In;100000;131;KR;fr;Category 7;TVA 20%;A;http://dummyimage.com/398x400.png/ff4444/ffffff
5662370559;Table Cloth 90x90 White;100000;430;PH;fr;Category 3;TVA 20%;A;http://dummyimage.com/293x316.jpg/ff4444/ffffff
8362893001;Chicken - Breast, 5 - 7 Oz;100000;348;CZ;fr;Category 0;TVA 20%;A;http://dummyimage.com/259x338.png/ff4444/ffffff
3824981920;Wine - Fontanafredda Barolo;100000;492;BR;fr;Category 3;TVA 20%;A;http://dummyimage.com/320x310.png/dddddd/000000
5299874618;Glove - Cutting;100000;116;ID;fr;Category 5;TVA 20%;A;http://dummyimage.com/378x364.png/dddddd/000000
0482550090;Cheese - St. Andre;100000;340;LA;fr;Category 0;TVA 20%;A;http://dummyimage.com/261x254.jpg/ff4444/ffffff
2783263874;Coffee - Dark Roast;100000;492;FR;fr;Category 7;TVA 20%;A;http://dummyimage.com/298x292.png/dddddd/000000
8165239503;Kiwi;100000;64;BR;fr;Category 8;TVA 20%;A;http://dummyimage.com/323x313.bmp/cc0000/ffffff
6969731103;Cookie - Oatmeal;100000;283;BR;fr;Category 4;TVA 20%;A;http://dummyimage.com/261x280.jpg/dddddd/000000
4045180796;Napkin - Beverage 1 Ply;100000;450;TH;fr;Category 4;TVA 20%;A;http://dummyimage.com/280x387.bmp/5fa2dd/ffffff
3116537267;Oil - Canola;100000;118;UA;fr;Category 6;TVA 20%;A;http://dummyimage.com/255x333.jpg/5fa2dd/ffffff
7269570647;Veal - Sweetbread;100000;71;NI;fr;Category 0;TVA 20%;A;http://dummyimage.com/309x286.jpg/ff4444/ffffff
0470612304;Cheese - Perron Cheddar;100000;232;BR;fr;Category 6;TVA 20%;A;http://dummyimage.com/348x271.png/ff4444/ffffff
6328182724;Whmis - Spray Bottle Trigger;100000;117;CA;fr;Category 2;TVA 20%;A;http://dummyimage.com/350x329.png/cc0000/ffffff
7387946027;Sauce - Soya, Light;100000;408;CN;fr;Category 1;TVA 20%;A;http://dummyimage.com/398x284.jpg/5fa2dd/ffffff
4682259784;Soup - Campbells Beef Stew;100000;194;PE;fr;Category 5;TVA 20%;A;http://dummyimage.com/361x291.jpg/ff4444/ffffff
3753893188;Kohlrabi;100000;477;MV;fr;Category 3;TVA 20%;A;http://dummyimage.com/283x376.png/dddddd/000000
9186137190;Berry Brulee;100000;257;VN;fr;Category 2;TVA 20%;A;http://dummyimage.com/326x265.png/5fa2dd/ffffff
6166482655;Quail Eggs - Canned;100000;495;CN;fr;Category 5;TVA 20%;A;http://dummyimage.com/362x346.bmp/cc0000/ffffff
1779919689;Cheese - Shred Cheddar / Mozza;100000;120;HR;fr;Category 1;TVA 20%;A;http://dummyimage.com/339x355.png/dddddd/000000
2270771303;Soup - Campbells - Tomato;100000;164;PL;fr;Category 0;TVA 20%;A;http://dummyimage.com/335x293.png/cc0000/ffffff
9060367367;Chocolate - Chips Compound;100000;489;ID;fr;Category 6;TVA 20%;A;http://dummyimage.com/328x397.jpg/ff4444/ffffff
0453378692;Nut - Chestnuts, Whole;100000;173;US;fr;Category 6;TVA 20%;A;http://dummyimage.com/310x343.bmp/5fa2dd/ffffff
3706740842;Muffin - Bran Ind Wrpd;100000;330;CZ;fr;Category 9;TVA 20%;A;http://dummyimage.com/365x341.png/5fa2dd/ffffff
6659101519;Artichoke - Bottom, Canned;100000;103;CZ;fr;Category 5;TVA 20%;A;http://dummyimage.com/251x269.png/cc0000/ffffff
7077203107;Sauce - Rosee;100000;149;CA;fr;Category 7;TVA 20%;A;http://dummyimage.com/354x264.png/dddddd/000000
6506450193;Asparagus - White, Fresh;100000;393;PT;fr;Category 9;TVA 20%;A;http://dummyimage.com/322x396.jpg/dddddd/000000
8729429366;Chicken - Tenderloin;100000;197;MX;fr;Category 2;TVA 20%;A;http://dummyimage.com/273x366.png/5fa2dd/ffffff
7971281595;Brandy Apricot;100000;159;CN;fr;Category 7;TVA 20%;A;http://dummyimage.com/255x351.jpg/5fa2dd/ffffff
0097367176;Artichokes - Jerusalem;100000;322;FR;fr;Category 5;TVA 20%;A;http://dummyimage.com/355x382.png/ff4444/ffffff
7732802179;Mousse - Mango;100000;119;CN;fr;Category 7;TVA 20%;A;http://dummyimage.com/330x364.jpg/5fa2dd/ffffff
5182579659;Pepsi - Diet, 355 Ml;100000;287;PT;fr;Category 7;TVA 20%;A;http://dummyimage.com/318x319.png/dddddd/000000
3964164704;Veal - Tenderloin, Untrimmed;100000;43;CN;fr;Category 3;TVA 20%;A;http://dummyimage.com/333x382.bmp/5fa2dd/ffffff
5653251895;Muffin Carrot - Individual;100000;79;MZ;fr;Category 6;TVA 20%;A;http://dummyimage.com/394x395.bmp/5fa2dd/ffffff
8279320016;Cabbage Roll;100000;272;UG;fr;Category 1;TVA 20%;A;http://dummyimage.com/321x380.png/ff4444/ffffff
0257895825;Pomello;100000;188;PL;fr;Category 0;TVA 20%;A;http://dummyimage.com/372x370.jpg/5fa2dd/ffffff
4006423500;Cheese - Asiago;100000;36;CN;fr;Category 7;TVA 20%;A;http://dummyimage.com/365x260.bmp/dddddd/000000
4764436361;Sage Derby;100000;240;PL;fr;Category 2;TVA 20%;A;http://dummyimage.com/372x312.bmp/5fa2dd/ffffff
4975458209;Bread - Roll, Canadian Dinner;100000;428;US;fr;Category 7;TVA 20%;A;http://dummyimage.com/305x343.bmp/dddddd/000000
8162096477;Lidsoupcont Rp12dn;100000;348;FJ;fr;Category 6;TVA 20%;A;http://dummyimage.com/313x367.jpg/5fa2dd/ffffff
0462280853;Wine - Ice Wine;100000;355;CN;fr;Category 2;TVA 20%;A;http://dummyimage.com/350x321.jpg/cc0000/ffffff
1007100907;Everfresh Products;100000;187;ID;fr;Category 7;TVA 20%;A;http://dummyimage.com/287x370.png/ff4444/ffffff
0386724105;Chocolate - Unsweetened;100000;396;PK;fr;Category 6;TVA 20%;A;http://dummyimage.com/252x259.png/5fa2dd/ffffff
7486585677;Food Colouring - Orange;100000;118;CZ;fr;Category 8;TVA 20%;A;http://dummyimage.com/295x351.jpg/cc0000/ffffff
0328101370;Eel - Smoked;100000;255;RU;fr;Category 7;TVA 20%;A;http://dummyimage.com/263x327.jpg/5fa2dd/ffffff
9401863423;Jello - Assorted;100000;51;PL;fr;Category 0;TVA 20%;A;http://dummyimage.com/355x372.jpg/dddddd/000000
6791773480;Mop Head - Cotton, 24 Oz;100000;109;RU;fr;Category 1;TVA 20%;A;http://dummyimage.com/296x265.bmp/dddddd/000000
5867612821;Wine - Chenin Blanc K.w.v.;100000;51;BD;fr;Category 3;TVA 20%;A;http://dummyimage.com/315x267.bmp/cc0000/ffffff
1785177893;Wine - Red, Mosaic Zweigelt;100000;214;AR;fr;Category 3;TVA 20%;A;http://dummyimage.com/364x364.bmp/5fa2dd/ffffff
6088267321;Pomegranates;100000;115;PH;fr;Category 1;TVA 20%;A;http://dummyimage.com/294x309.png/ff4444/ffffff
7221473196;Smoked Paprika;100000;286;MA;fr;Category 7;TVA 20%;A;http://dummyimage.com/265x398.jpg/5fa2dd/ffffff
7603354242;Wine - Prem Select Charddonany;100000;330;HR;fr;Category 4;TVA 20%;A;http://dummyimage.com/272x288.png/5fa2dd/ffffff
9328295556;Sauce Bbq Smokey;100000;359;ID;fr;Category 0;TVA 20%;A;http://dummyimage.com/369x278.png/ff4444/ffffff
8640201250;Ham - Virginia;100000;482;CN;fr;Category 9;TVA 20%;A;http://dummyimage.com/316x366.bmp/ff4444/ffffff
2211128610;External Supplier;100000;87;ID;fr;Category 3;TVA 20%;A;http://dummyimage.com/353x350.png/ff4444/ffffff
